analytic_commander_id,commander_name,canonical_wikipedia_url,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier_key,tier_label,tier_sort,tier_reason,stability_score,stability_category,known_outcome_count,known_outcome_share,higher_level_share,page_type_profile_class,feature_quality_flags
acmd_76e979dd948c,Ashraf Ghani,https://en.wikipedia.org/wiki/Ashraf_Ghani,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.285714,,battle_dominant,low_outcome_evidence
acmd_7789bb332cc3,Askari Mirza,https://en.wikipedia.org/wiki/Askari_Mirza,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_831f9dedef44,August Neidhardt von Gneisenau,https://en.wikipedia.org/wiki/August_Neidhardt_von_Gneisenau,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_f4ee7421f959,Augustin Dubail,https://en.wikipedia.org/wiki/Augustin_Dubail,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_b4d4d815ec35,Augusto César Sandino,https://en.wikipedia.org/wiki/Augusto_C%C3%A9sar_Sandino,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_d0095853da4b,Azai Nagamasa,https://en.wikipedia.org/wiki/Azai_Nagamasa,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_91feb8137725,Bagrat III of Imereti,https://en.wikipedia.org/wiki/Bagrat_III_of_Imereti,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_ad864c38dd46,Bahauddin Tughril,https://en.wikipedia.org/wiki/Bahauddin_Tughril,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_b17cb5c3befe,Bahman Jaduya,https://en.wikipedia.org/wiki/Bahman_Jaduya,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,17.431694,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_b4e589c59cc0,Baidar,https://en.wikipedia.org/wiki/Baidar,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_3746e383c6d2,Baj Singh,https://en.wikipedia.org/wiki/Baj_Singh,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_271bf900133d,Bajirao I,https://en.wikipedia.org/wiki/Bajirao_I,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_8fe89235b038,Baldwin IV of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_IV_of_Jerusalem,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_841f6d4fd82f,Balian of Ibelin,https://en.wikipedia.org/wiki/Balian_of_Ibelin,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_3634c1b96050,Balthazar Alexis Henri Schauenburg,https://en.wikipedia.org/wiki/Balthazar_Alexis_Henri_Schauenburg,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_9fdcbbdd8ed5,Barjik,https://en.wikipedia.org/wiki/Barjik,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_c43b6a38004e,Basilio J. Valdes,https://en.wikipedia.org/wiki/Basilio_Valdes,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,33.219697,highly_model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_1b5b6cee8b2b,Bencomo,https://en.wikipedia.org/wiki/Bencomo,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_ebd02d3a9d55,Benito Monción,https://en.wikipedia.org/wiki/Benito_Monci%C3%B3n,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_4bae241ff9da,Benjamin Butler,https://en.wikipedia.org/wiki/Benjamin_Butler,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.111111,,battle_dominant,low_outcome_evidence
acmd_7779edf33295,Benjamin McCulloch,https://en.wikipedia.org/wiki/Benjamin_McCulloch,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_f80de642b8ae,Benjamin Merrill,https://en.wikipedia.org/wiki/Benjamin_Merrill,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_4a0c26a11dc5,Benjamín Zeledón,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Zeled%C3%B3n,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_3d87b6f3628e,Bernard Szumborski,https://en.wikipedia.org/wiki/Bernard_Szumborski,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,19.572193,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_6d881ddf0d12,Bernard of Saxe-Weimar,https://en.wikipedia.org/wiki/Bernard_of_Saxe-Weimar,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.333333,,battle_dominant,low_outcome_evidence
acmd_8d037adc9d9d,Bernardin Frankopan,https://en.wikipedia.org/wiki/Bernardin_Frankopan,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_fa5d58452d72,Bernardino Caballero,https://en.wikipedia.org/wiki/Bernardino_Caballero,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_11ca5c1018e9,Bernardo O'Higgins,https://en.wikipedia.org/wiki/Bernardo_O%27Higgins,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.142857,,battle_dominant,low_outcome_evidence
acmd_7fd76fdffcc3,Bertrand Clauzel,https://en.wikipedia.org/wiki/Bertrand_Clauzel,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_f0c54b3dc19a,Bey,https://en.wikipedia.org/wiki/Bey,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_255b6cb89962,Bhai Dharam Singh,https://en.wikipedia.org/wiki/Dharam_Singh_(Sikhism),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_06fc35557ce3,Bhai Himmat Singh,https://en.wikipedia.org/wiki/Himmat_Singh_(Sikhism),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_71a8ad683a54,Bhai Sahib Singh,https://en.wikipedia.org/wiki/Sahib_Singh_(Sikh_martyr),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_4d22c1c37766,Bhanu,https://en.wikipedia.org/wiki/Bhanu_(Tamil_militant),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_795243b37cb4,Big Bear,https://en.wikipedia.org/wiki/Big_Bear,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_88c1d905b0f9,Birru Goshu,https://en.wikipedia.org/wiki/Birru_Goshu,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_d0e4756194e2,Black Hawk,https://en.wikipedia.org/wiki/Black_Hawk_(Sauk_leader),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_57839131bc3e,Bohemond III of Antioch,https://en.wikipedia.org/wiki/Bohemond_III_of_Antioch,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_de7bb9c84c22,Bolesław I the Brave,https://en.wikipedia.org/wiki/Boles%C5%82aw_I_the_Brave,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_dfac9195b9ad,Bolesław III Wrymouth,https://en.wikipedia.org/wiki/Boles%C5%82aw_III_Wrymouth,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_516f10daa175,"Boniface I, Marquis of Montferrat",https://en.wikipedia.org/wiki/Boniface_I%2C_Marquis_of_Montferrat,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_4c5fc1af1d81,Boroldai,https://en.wikipedia.org/wiki/Boroldai,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_a25bc6e0dfa2,Brasidas,https://en.wikipedia.org/wiki/Brasidas,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_6540fea7a03e,Brian Boru,https://en.wikipedia.org/wiki/Brian_Boru,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_2d2a15457f0d,Brian Burridge,https://en.wikipedia.org/wiki/Brian_Burridge,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_a6caaab5ccde,Bror Cederström,https://en.wikipedia.org/wiki/Bror_Cederstr%C3%B6m,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_df868b115b84,Burhan Nizam Shah I,https://en.wikipedia.org/wiki/Burhan_Nizam_Shah_I,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_b456c4d0b60a,Bálint Török,https://en.wikipedia.org/wiki/B%C3%A1lint_T%C3%B6r%C3%B6k,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_943aae5e680f,Béla IV of Hungary,https://en.wikipedia.org/wiki/B%C3%A9la_IV_of_Hungary,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_de4001a3903d,Bıyıklı Mehmed Pasha,https://en.wikipedia.org/wiki/B%C4%B1y%C4%B1kl%C4%B1_Mehmed_Pasha,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,28.751836,highly_model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_86f2272f1167,Cadwallon ap Cadfan,https://en.wikipedia.org/wiki/Cadwallon_ap_Cadfan,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_18f2c4e6b137,Cao Hong,https://en.wikipedia.org/wiki/Cao_Hong,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_b157621a29da,Carl Ewald von Rönne,https://en.wikipedia.org/wiki/Carl_Ewald_von_R%C3%B6nne,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,19.69697,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_93af1df25dea,Carl Gustaf Armfeldt,https://en.wikipedia.org/wiki/Carl_Gustaf_Armfeldt,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_9d9878fb785a,Carl Gustaf Dücker,https://en.wikipedia.org/wiki/Carl_Gustaf_D%C3%BCcker,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_f2010ffb8281,Carl Gustaf Emil Mannerheim,https://en.wikipedia.org/wiki/Carl_Gustaf_Emil_Mannerheim,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,16.956522,highly_model_sensitive,1,0.125,,battle_dominant,low_outcome_evidence
acmd_b1f44b5d7720,Carl Olof Cronstedt,https://en.wikipedia.org/wiki/Carl_Olof_Cronstedt,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,16.751302,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_3a69e53cdbb3,Carl Pontus Gahn,https://en.wikipedia.org/wiki/Carl_Pontus_Gahn,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_a26d436c250d,Carlos Condell,https://en.wikipedia.org/wiki/Carlos_Condell,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_0e1226ad580c,Casimir Pulaski,https://en.wikipedia.org/wiki/Casimir_Pulaski,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_8ae308feb22a,Catherine-Dominique de Pérignon,https://en.wikipedia.org/wiki/Catherine-Dominique_de_P%C3%A9rignon,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_9daa6f7032e8,Caupo of Turaida,https://en.wikipedia.org/wiki/Caupo_of_Turaida,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_723d4ad2fddd,Ceawlin of Wessex,https://en.wikipedia.org/wiki/Ceawlin_of_Wessex,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_c9a602b2c3d8,Cezayirli Gazi Hasan Pasha,https://en.wikipedia.org/wiki/Cezayirli_Gazi_Hasan_Pasha,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,16.926762,highly_model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_2c8b966d77c2,Chaghri Beg,https://en.wikipedia.org/wiki/Chaghri_Beg,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_6022ab5219d7,Chai Shao,https://en.wikipedia.org/wiki/Chai_Shao,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_9250a2dc7aa0,Chalcuchima,https://en.wikipedia.org/wiki/Chalcuchima,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_1261eb084418,Charles Deschamps de Boishébert et de Raffetot,https://en.wikipedia.org/wiki/Charles_Deschamps_de_Boish%C3%A9bert_et_de_Raffetot,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,22.377261,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_4d51603403a5,Charles François Dumouriez,https://en.wikipedia.org/wiki/Charles_Fran%C3%A7ois_Dumouriez,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,22.568162,highly_model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_d4904ad3f559,Charles Green,https://en.wikipedia.org/wiki/Charles_Green_(Australian_soldier),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_007a0bb1e0a4,"Charles Henri Hector, Count of Estaing",https://en.wikipedia.org/wiki/Charles_Henri_Hector%2C_Count_of_Estaing,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,19.033659,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_bde672d65f14,"Charles IV, Duke of Alençon",https://en.wikipedia.org/wiki/Charles_IV%2C_Duke_of_Alen%C3%A7on,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_8f2c2fe71d5c,"Charles IV, Duke of Lorraine",https://en.wikipedia.org/wiki/Charles_IV%2C_Duke_of_Lorraine,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.333333,,battle_dominant,low_outcome_evidence
acmd_b54be19ed67d,Charles IX of Sweden,https://en.wikipedia.org/wiki/Charles_IX_of_Sweden,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_84ee264a28db,Charles King,https://en.wikipedia.org/wiki/Charles_King_(general),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_73272ee57322,Charles Lee,https://en.wikipedia.org/wiki/Charles_Lee_(general),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_5c252540a2aa,Charles Lefebvre-Desnouettes,https://en.wikipedia.org/wiki/Charles_Lefebvre-Desnouettes,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_45b8cc4e8653,Charles Macpherson Dobell,https://en.wikipedia.org/wiki/Charles_Macpherson_Dobell,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,28.101266,highly_model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_093d2dc25faf,Charles Marie de Beaumont d'Autichamp,https://en.wikipedia.org/wiki/Charles_Marie_de_Beaumont_d%27Autichamp,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_c741dd9853ab,Charles Mawhood,https://en.wikipedia.org/wiki/Charles_Mawhood,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_fd87c663c422,Charles P. Hall,https://en.wikipedia.org/wiki/Charles_P._Hall,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_a61c8ee8b958,Charles Wills,https://en.wikipedia.org/wiki/Charles_Wills,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_58b9805947bb,Charles de Gaulle,https://en.wikipedia.org/wiki/Charles_de_Gaulle,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.5,,war_campaign_heavy,low_outcome_evidence | sparse_participation
acmd_9411455eb223,"Charles de Montsaulnin, Comte de Montal",https://en.wikipedia.org/wiki/Charles_de_Montsaulnin%2C_Comte_de_Montal,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_88e545b59189,Charles the Bald,https://en.wikipedia.org/wiki/Charles_the_Bald,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.166667,,battle_dominant,low_outcome_evidence
acmd_1fa6d92b656e,Charles-Alexandre Léon Durand Linois,https://en.wikipedia.org/wiki/Charles-Alexandre_L%C3%A9on_Durand_Linois,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_84909f19f6a6,Chen Kunshu,https://en.wikipedia.org/wiki/Chen_Kunshu,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_add7387e2145,Chen Yucheng,https://en.wikipedia.org/wiki/Chen_Yucheng,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_975f365ecb15,Cheng Qian,https://en.wikipedia.org/wiki/Cheng_Qian,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,war_campaign_heavy,sparse_participation
acmd_659761bc3ff5,Chesty Puller,https://en.wikipedia.org/wiki/Chesty_Puller,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_3ddbde8be4b9,Chief Kamiakin,https://en.wikipedia.org/wiki/Chief_Kamiakin,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_5e8930f5f759,Chief Little Crow,https://en.wikipedia.org/wiki/Tha%C3%B3yate_D%C3%BAta,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,19.962121,highly_model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_c4d5cd60f995,Chilperic II,https://en.wikipedia.org/wiki/Chilperic_II,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_81c963b7be92,Choe Yong-gon,https://en.wikipedia.org/wiki/Choe_Yong-gon_(official),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,16.455546,highly_model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_d372820cb5e4,Christopher Greene,https://en.wikipedia.org/wiki/Christopher_Greene,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_da33e39c0c82,Chung Il-kwon,https://en.wikipedia.org/wiki/Chung_Il-kwon,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,17.591241,highly_model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_a89e49f19f2c,Chōsokabe Morichika,https://en.wikipedia.org/wiki/Ch%C5%8Dsokabe_Morichika,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_6cfd39ccff34,Ciriaco del Llano,https://en.wikipedia.org/wiki/Ciriaco_del_Llano,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_9b56d2847ffc,Clarence A. Martin,https://en.wikipedia.org/wiki/Clarence_A._Martin,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_9758fdb388bc,Claude Auchinleck,https://en.wikipedia.org/wiki/Claude_Auchinleck,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,war_campaign_heavy,sparse_participation
acmd_511d002b2a70,Claude Dallemagne,https://en.wikipedia.org/wiki/Claude_Dallemagne,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_5ce8a61b9400,"Claude Frédéric t'Serclaes, Count of Tilly",https://en.wikipedia.org/wiki/Claude_Fr%C3%A9d%C3%A9ric_t%27Serclaes%2C_Count_of_Tilly,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_b026864cfbd5,Cleitus the White,https://en.wikipedia.org/wiki/Cleitus_the_White,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_95cefb7de3eb,Cleomenes III,https://en.wikipedia.org/wiki/Cleomenes_III,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_0ef6ca771d55,Clovis I,https://en.wikipedia.org/wiki/Clovis_I,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_e416ed480a99,Cniva,https://en.wikipedia.org/wiki/Cniva,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_fb0e822bd54d,Cochise,https://en.wikipedia.org/wiki/Cochise,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_2d6c415bdac7,Coenus,https://en.wikipedia.org/wiki/Coenus_(general),,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,19.583333,highly_model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_92bff4278ad7,Colmar Freiherr von der Goltz,https://en.wikipedia.org/wiki/Colmar_Freiherr_von_der_Goltz,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,36.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_63fa2f2f6291,Conon,https://en.wikipedia.org/wiki/Conon,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_690e949cf8fc,Count Anton Sztáray,https://en.wikipedia.org/wiki/Anton_Szt%C3%A1ray,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_a07e888222df,Crazy Horse,https://en.wikipedia.org/wiki/Crazy_Horse,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,18.636364,highly_model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_775c5c674da8,Croesus,https://en.wikipedia.org/wiki/Croesus,,,unclassified,Unclassified,99,Outside the currently interpreted tier bands.,41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
