display_name,canonical_wikipedia_url,battle_id,battle_name,page_type,side,page_result_raw,page_result_type,outcome_inference_method,outcome_inference_confidence
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_22722803,War of the Jülich Succession,war_conflict_article,side_a,Treaty of Xanten Mark and Cleves to Brandenburg Jülich and Berg to Wolfgang Wilhelm,unknown,unknown,low
"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,battle_22722803,War of the Jülich Succession,war_conflict_article,side_b,Treaty of Xanten Mark and Cleves to Brandenburg Jülich and Berg to Wolfgang Wilhelm,unknown,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_808359,Ingrian War,war_conflict_article,side_b,Victory,victory,unknown,low
Jacob De la Gardie,https://en.wikipedia.org/wiki/Jacob_De_la_Gardie,battle_808359,Ingrian War,war_conflict_article,side_b,Victory,victory,unknown,low
Evert Horn,https://en.wikipedia.org/wiki/Evert_Horn,battle_808359,Ingrian War,war_conflict_article,side_b,Victory,victory,unknown,low
Christian IV of Denmark,https://en.wikipedia.org/wiki/Christian_IV_of_Denmark,battle_1658239,Kalmar War,war_conflict_article,side_a,Victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_1658239,Kalmar War,war_conflict_article,side_b,Victory,victory,unknown,low
Khan Temir,https://en.wikipedia.org/wiki/Khan_Temir,battle_42357008,Battle of Cornul lui Sas,battle_article,side_a,Ottoman–Moldavian–Tatar victory,victory,unknown,low
Stanisław Żółkiewski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_%C5%BB%C3%B3%C5%82kiewski,battle_42357008,Battle of Cornul lui Sas,battle_article,side_b,Ottoman–Moldavian–Tatar victory,victory,unknown,low
Teimuraz I of Kakheti,https://en.wikipedia.org/wiki/Teimuraz_I_of_Kakheti,battle_45474376,Battle of Tsitsamuri,battle_article,side_a,Georgian victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Gustav Horn,https://en.wikipedia.org/wiki/Gustav_Horn,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
"Maurice, Prince of Orange",https://en.wikipedia.org/wiki/Maurice%2C_Prince_of_Orange,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Ernst von Mansfeld,https://en.wikipedia.org/wiki/Ernst_von_Mansfeld,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Christian the Younger of Brunswick,https://en.wikipedia.org/wiki/Christian_the_Younger_of_Brunswick,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
Christian IV of Denmark,https://en.wikipedia.org/wiki/Christian_IV_of_Denmark,battle_30583,Thirty Years' War,war_conflict_article,side_a,Peace of Westphalia,unknown,unknown,low
"Johann Tserclaes, Count of Tilly",https://en.wikipedia.org/wiki/Johann_Tserclaes%2C_Count_of_Tilly,battle_30583,Thirty Years' War,war_conflict_article,side_b,Peace of Westphalia,unknown,unknown,low
Gonzalo Fernández de Córdoba,https://en.wikipedia.org/wiki/Gonzalo_Fern%C3%A1ndez_de_C%C3%B3rdoba_(1585-1635),battle_30583,Thirty Years' War,war_conflict_article,side_b,Peace of Westphalia,unknown,unknown,low
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_30583,Thirty Years' War,war_conflict_article,side_b,Peace of Westphalia,unknown,unknown,low
Ernst von Mansfeld,https://en.wikipedia.org/wiki/Ernst_von_Mansfeld,battle_161099,Battle of Sablat,battle_article,side_b,Imperial victory,victory,unknown,low
Jan Karol Chodkiewicz,https://en.wikipedia.org/wiki/Jan_Karol_Chodkiewicz,battle_12259648,Battle of Khotyn (1621),battle_article,side_a,Victory,victory,unknown,low
Władysław IV Vasa,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_IV_Vasa,battle_12259648,Battle of Khotyn (1621),battle_article,side_a,Victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_12259648,Battle of Khotyn (1621),battle_article,side_a,Victory,victory,unknown,low
Khan Temir,https://en.wikipedia.org/wiki/Khan_Temir,battle_12259648,Battle of Khotyn (1621),battle_article,side_b,Victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_23117473,Siege of Saint-Jean-d'Angély (1621),battle_article,side_a,Royal victory,victory,unknown,low
Ernst von Mansfeld,https://en.wikipedia.org/wiki/Ernst_von_Mansfeld,battle_166550,Battle of Mingolsheim,battle_article,side_a,Palatine victory,victory,unknown,low
"Johann Tserclaes, Count of Tilly",https://en.wikipedia.org/wiki/Johann_Tserclaes%2C_Count_of_Tilly,battle_166550,Battle of Mingolsheim,battle_article,side_b,Palatine victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_23129750,Nègrepelisse massacre,battle_article,side_a,Royal victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_23129666,Siege of Royan,battle_article,side_a,Royal victory,victory,unknown,low
Christian the Younger of Brunswick,https://en.wikipedia.org/wiki/Christian_the_Younger_of_Brunswick,battle_3333240,Battle of Stadtlohn,battle_article,side_a,Catholic victory End of the Bohemian-Palatinate War (1618–1623),victory,unknown,low
"Johann Tserclaes, Count of Tilly",https://en.wikipedia.org/wiki/Johann_Tserclaes%2C_Count_of_Tilly,battle_3333240,Battle of Stadtlohn,battle_article,side_b,Catholic victory End of the Bohemian-Palatinate War (1618–1623),victory,unknown,low
Giorgi Saakadze,https://en.wikipedia.org/wiki/Giorgi_Saakadze,battle_2953347,Battle of Martkopi,battle_article,side_a,Georgian victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_22662141,Recovery of Ré Island,battle_article,side_a,Royalist victory,victory,unknown,low
Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,battle_36362850,Zhmaylo uprising,battle_article,side_a,Treaty of Kurukove,unknown,unknown,low
Christian IV of Denmark,https://en.wikipedia.org/wiki/Christian_IV_of_Denmark,battle_2659471,Battle of Lutter,battle_article,side_a,Imperial victory,victory,unknown,low
"Johann Tserclaes, Count of Tilly",https://en.wikipedia.org/wiki/Johann_Tserclaes%2C_Count_of_Tilly,battle_2659471,Battle of Lutter,battle_article,side_b,Imperial victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_550684,Siege of La Rochelle,battle_article,side_a,Royalist victory,victory,unknown,low
Christian IV of Denmark,https://en.wikipedia.org/wiki/Christian_IV_of_Denmark,battle_10574904,Battle of Wolgast,battle_article,side_a,Imperial victory,victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_2938870,War of the Mantuan Succession,war_conflict_article,side_a,"Victory for the Duke of Nevers, Treaty of Cherasco",victory,unknown,low
Ambrogio Spinola,https://en.wikipedia.org/wiki/Ambrogio_Spinola,battle_2938870,War of the Mantuan Succession,war_conflict_article,side_b,"Victory for the Duke of Nevers, Treaty of Cherasco",victory,unknown,low
Louis XIII,https://en.wikipedia.org/wiki/Louis_XIII,battle_29134872,Siege of Alès,battle_article,side_a,Royal victory,victory,unknown,low
Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,battle_12996736,Fedorovych uprising,battle_article,side_a,Treaty of Pereiaslav (1630),unknown,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Johan Banér,https://en.wikipedia.org/wiki/Johan_Ban%C3%A9r,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Gustav Horn,https://en.wikipedia.org/wiki/Gustav_Horn,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
Hans Georg von Arnim-Boitzenburg,https://en.wikipedia.org/wiki/Hans_Georg_von_Arnim-Boitzenburg,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_a,Peace of Prague,unknown,unknown,low
"Johann Tserclaes, Count of Tilly",https://en.wikipedia.org/wiki/Johann_Tserclaes%2C_Count_of_Tilly,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_b,Peace of Prague,unknown,unknown,low
Gottfried Heinrich Graf zu Pappenheim,https://en.wikipedia.org/wiki/Gottfried_Heinrich_Graf_zu_Pappenheim,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_b,Peace of Prague,unknown,unknown,low
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,battle_38566252,Swedish intervention in the Thirty Years' War,war_conflict_article,side_b,Peace of Prague,unknown,unknown,low
Gottfried Heinrich Graf zu Pappenheim,https://en.wikipedia.org/wiki/Gottfried_Heinrich_Graf_zu_Pappenheim,battle_101666,Battle of Lützen (1632),battle_article,side_a,Tactical victory,tactical_victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_101666,Battle of Lützen (1632),battle_article,side_b,Tactical victory,tactical_victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_6513835,Battle of the Alte Veste,battle_article,side_b,Imperial victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_6513835,Battle of the Alte Veste,battle_article,side_b,Imperial victory,victory,unknown,low
Johan Banér,https://en.wikipedia.org/wiki/Johan_Ban%C3%A9r,battle_6513835,Battle of the Alte Veste,battle_article,side_b,Imperial victory,victory,unknown,low
Gustavus Adolphus,https://en.wikipedia.org/wiki/Gustavus_Adolphus,battle_2575587,Siege of Nuremberg,battle_article,side_a,Imperial victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_2575587,Siege of Nuremberg,battle_article,side_a,Imperial victory,victory,unknown,low
Johann von Werth,https://en.wikipedia.org/wiki/Johann_von_Werth,battle_46545529,Battle of Strasbourg Bridge,battle_article,side_b,Imperial victory,victory,unknown,low
"Frederick Henry, Prince of Orange",https://en.wikipedia.org/wiki/Frederick_Henry%2C_Prince_of_Orange,battle_22337353,Siege of Schenkenschans,battle_article,side_a,First siege: Spanish victory Second siege: Dutch victory,victory,unknown,low
Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,battle_22337353,Siege of Schenkenschans,battle_article,side_b,First siege: Spanish victory Second siege: Dutch victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_21857396,Battle of Vlotho,battle_article,side_a,Imperial victory,victory,unknown,low
Hans Christoff von Königsmarck,https://en.wikipedia.org/wiki/Hans_Christoff_von_K%C3%B6nigsmarck,battle_21857396,Battle of Vlotho,battle_article,side_a,Imperial victory,victory,unknown,low
Melchior von Hatzfeldt,https://en.wikipedia.org/wiki/Melchior_von_Hatzfeldt,battle_21857396,Battle of Vlotho,battle_article,side_b,Imperial victory,victory,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_17921690,Piedmontese Civil War,war_conflict_article,side_a,1642 treaties of Turin,unknown,unknown,low
Philippe de La Mothe-Houdancourt,https://en.wikipedia.org/wiki/Philippe_de_La_Mothe-Houdancourt,battle_17921690,Piedmontese Civil War,war_conflict_article,side_a,1642 treaties of Turin,unknown,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_933322,Wars of the Three Kingdoms,war_conflict_article,side_a,Victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_933322,Wars of the Three Kingdoms,war_conflict_article,side_a,Victory,victory,unknown,low
Owen Roe O'Neill,https://en.wikipedia.org/wiki/Owen_Roe_O%27Neill,battle_933322,Wars of the Three Kingdoms,war_conflict_article,side_c,Victory,victory,unknown,low
Ottavio Piccolomini,https://en.wikipedia.org/wiki/Ottavio_Piccolomini,battle_56368210,Battle of Preßnitz,battle_article,side_a,Imperial victory,victory,unknown,low
Johan Banér,https://en.wikipedia.org/wiki/Johan_Ban%C3%A9r,battle_56368210,Battle of Preßnitz,battle_article,side_b,Imperial victory,victory,unknown,low
Melchior von Hatzfeldt,https://en.wikipedia.org/wiki/Melchior_von_Hatzfeldt,battle_39768264,Siege of Dorsten,battle_article,side_b,Imperial victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_6260336,Battle of Aylesbury,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_27855447,Battle of Kings Norton,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_3463017,Battle of Turnham Green,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_9709,English Civil War,war_conflict_article,side_a,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_9709,English Civil War,war_conflict_article,side_b,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_9709,English Civil War,war_conflict_article,side_b,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_2732691,Siege of Hull (1642),battle_article,side_a,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_3470446,Battle of Gainsborough,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Owen Roe O'Neill,https://en.wikipedia.org/wiki/Owen_Roe_O%27Neill,battle_45607041,Battle of Portlester,battle_article,side_b,Confederate victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_1591752,Battle of Winceby,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_1094840,First Battle of Newbury,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_1094840,First Battle of Newbury,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_9599711,Siege of Gloucester,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_17778863,Siege of Hull (1643),battle_article,side_b,Parliamentarian victory,victory,unknown,low
Michael Jones,https://en.wikipedia.org/wiki/Michael_Jones_(soldier),battle_33146591,Siege of Chester,battle_article,side_b,Parliamentary victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_31211208,Siege of Lincoln,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_12721789,Siege of Oxford,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_12721789,Siege of Oxford,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Michael Jones,https://en.wikipedia.org/wiki/Michael_Jones_(soldier),battle_64336622,Battle of Denbigh Green,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Johann von Werth,https://en.wikipedia.org/wiki/Johann_von_Werth,battle_10393600,Battle of Herbsthausen,battle_article,side_a,Bavarian victory,victory,unknown,low
"Henri de La Tour d'Auvergne, Viscount of Turenne",https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne%2C_Viscount_of_Turenne,battle_10393600,Battle of Herbsthausen,battle_article,side_b,Bavarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_105805,Battle of Naseby,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Charles I of England,https://en.wikipedia.org/wiki/Charles_I_of_England,battle_105805,Battle of Naseby,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_105805,Battle of Naseby,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_40832322,Siege of Bristol (1645),battle_article,side_a,Parliamentary victory,victory,unknown,low
Lennart Torstensson,https://en.wikipedia.org/wiki/Lennart_Torstensson,battle_77125967,Siege of Brno,battle_article,side_a,Imperial victory,victory,unknown,low
Arvid Wittenberg,https://en.wikipedia.org/wiki/Arvid_Wittenberg,battle_77125967,Siege of Brno,battle_article,side_a,Imperial victory,victory,unknown,low
Jean-Louis Raduit de Souches,https://en.wikipedia.org/wiki/Jean-Louis_Raduit_de_Souches,battle_77125967,Siege of Brno,battle_article,side_b,Imperial victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_59256153,Battle of Bovey Heath,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Alasdair Mac Colla,https://en.wikipedia.org/wiki/Alasdair_Mac_Colla,battle_30862357,Battle of Knocknanuss,battle_article,side_b,Parliamentarian (English) victory,victory,unknown,low
Alasdair Mac Colla,https://en.wikipedia.org/wiki/Alasdair_Mac_Colla,battle_23508883,Battle of Rhunahaorine Moss,battle_article,side_a,Covenanter victory,victory,unknown,low
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,battle_8631861,Battle of Korsuń,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Bohun,https://en.wikipedia.org/wiki/Ivan_Bohun,battle_8631861,Battle of Korsuń,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8631861,Battle of Korsuń,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Mikołaj Potocki,https://en.wikipedia.org/wiki/Miko%C5%82aj_Potocki,battle_8631861,Battle of Korsuń,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Marcin Kalinowski,https://en.wikipedia.org/wiki/Marcin_Kalinowski,battle_8631861,Battle of Korsuń,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_23789144,Battle of Preston (1648),battle_article,side_b,Parliamentarian victory,victory,unknown,low
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,battle_8663197,Battle of Pyliavtsi,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Bohun,https://en.wikipedia.org/wiki/Ivan_Bohun,battle_8663197,Battle of Pyliavtsi,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8663197,Battle of Pyliavtsi,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Jeremi Wiśniowiecki,https://en.wikipedia.org/wiki/Jeremi_Wi%C5%9Bniowiecki,battle_8663197,Battle of Pyliavtsi,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Aleksander Koniecpolski,https://en.wikipedia.org/wiki/Aleksander_Koniecpolski_(1620-1659),battle_8663197,Battle of Pyliavtsi,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,battle_8566633,Battle of Zhovti Vody,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_8566633,Battle of Zhovti Vody,battle_article,side_a,Cossack–Tatar victory,victory,unknown,low
Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,battle_8566633,Battle of Zhovti Vody,battle_article,side_b,Cossack–Tatar victory,victory,unknown,low
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Ivan Bohun,https://en.wikipedia.org/wiki/Ivan_Bohun,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Ivan Sirko,https://en.wikipedia.org/wiki/Ivan_Sirko,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Ivan Zolotarenko,https://en.wikipedia.org/wiki/Ivan_Zolotarenko,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Alexis of Russia,https://en.wikipedia.org/wiki/Alexis_of_Russia,battle_1191347,Khmelnytsky Uprising,battle_article,side_a,Victory,victory,unknown,low
Władysław IV Vasa,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_IV_Vasa,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
John II Casimir Vasa,https://en.wikipedia.org/wiki/John_II_Casimir_Vasa,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Jeremi Wiśniowiecki,https://en.wikipedia.org/wiki/Jeremi_Wi%C5%9Bniowiecki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Marcin Kalinowski,https://en.wikipedia.org/wiki/Marcin_Kalinowski,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Mikołaj Potocki,https://en.wikipedia.org/wiki/Miko%C5%82aj_Potocki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Stanisław Lanckoroński,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Lanckoro%C5%84ski_(hetman),battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Stefan Czarniecki,https://en.wikipedia.org/wiki/Stefan_Czarniecki,battle_1191347,Khmelnytsky Uprising,battle_article,side_b,Victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_1057632,Second English Civil War,war_conflict_article,side_b,Parliamentarian victory,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_3072706,Siege of Pembroke,battle_article,side_b,Parliamentarian victory,victory,unknown,low
Robert Venables,https://en.wikipedia.org/wiki/Robert_Venables,battle_18441681,Battle of Lisnagarvey,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Michael Jones,https://en.wikipedia.org/wiki/Michael_Jones_(soldier),battle_55408278,Siege of Dublin (1649),battle_article,side_a,Siege abandoned,unknown,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_4581924,Siege of Waterford,battle_article,side_a,Parliamentarian victory New Model Army take Waterford after a second siege.,victory,unknown,low
Michael Jones,https://en.wikipedia.org/wiki/Michael_Jones_(soldier),battle_4581924,Siege of Waterford,battle_article,side_a,Parliamentarian victory New Model Army take Waterford after a second siege.,victory,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_70181,Battle of Worcester,battle_article,side_a,Parliamentarian victory,victory,unknown,low
Witte de With,https://en.wikipedia.org/wiki/Witte_de_With,battle_879739,Battle of the Kentish Knock,battle_article,side_a,English victory,victory,unknown,low
Benjamin Blake,https://en.wikipedia.org/wiki/Benjamin_Blake_(admiral),battle_879739,Battle of the Kentish Knock,battle_article,side_b,English victory,victory,unknown,low
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,battle_879739,Battle of the Kentish Knock,battle_article,side_c,English victory,victory,unknown,low
Maarten Tromp,https://en.wikipedia.org/wiki/Maarten_Tromp,battle_62713,First Anglo-Dutch War,war_conflict_article,side_a,Treaty of Westminster (1654),unknown,unknown,low
Witte de With,https://en.wikipedia.org/wiki/Witte_de_With,battle_62713,First Anglo-Dutch War,war_conflict_article,side_a,Treaty of Westminster (1654),unknown,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_62713,First Anglo-Dutch War,war_conflict_article,side_a,Treaty of Westminster (1654),unknown,unknown,low
Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,battle_62713,First Anglo-Dutch War,war_conflict_article,side_b,Treaty of Westminster (1654),unknown,unknown,low
Benjamin Blake,https://en.wikipedia.org/wiki/Benjamin_Blake_(admiral),battle_196637,Battle of Portland,battle_article,side_a,English victory,victory,unknown,low
Maarten Tromp,https://en.wikipedia.org/wiki/Maarten_Tromp,battle_196637,Battle of Portland,battle_article,side_b,English victory,victory,unknown,low
Janusz Radziwiłł,https://en.wikipedia.org/wiki/Janusz_Radziwi%C5%82%C5%82_(1612-1655),battle_14865233,Battle of Shklow,battle_article,side_a,Russian victory or Polish-Lithuanian victoryBabulin 2018,victory,unknown,low
Stanisław Rewera Potocki,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Rewera_Potocki,battle_14883756,Battle of Horodok (1655),battle_article,side_a,Muscovite–Cossack victory,victory,unknown,low
Vasily Borisovich Sheremetev,https://en.wikipedia.org/wiki/Vasily_Borisovich_Sheremetev,battle_14883756,Battle of Horodok (1655),battle_article,side_b,Muscovite–Cossack victory,victory,unknown,low
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,battle_14883756,Battle of Horodok (1655),battle_article,side_b,Muscovite–Cossack victory,victory,unknown,low
Kara Mustafa Pasha,https://en.wikipedia.org/wiki/Kara_Mustafa_Pasha,battle_990714,Battle of the Dardanelles (1655),battle_article,side_b,Venetian victory,victory,unknown,low
John Joseph of Austria,https://en.wikipedia.org/wiki/John_Joseph_of_Austria,battle_6438295,Battle of Castelo Rodrigo,battle_article,side_b,Portuguese victory,victory,unknown,low
Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,battle_65614,Second Anglo-Dutch War,war_conflict_article,side_a,Treaty of Breda (1667),unknown,unknown,low
Jacob van Wassenaer Obdam,https://en.wikipedia.org/wiki/Jacob_van_Wassenaer_Obdam,battle_65614,Second Anglo-Dutch War,war_conflict_article,side_a,Treaty of Breda (1667),unknown,unknown,low
James II of England,https://en.wikipedia.org/wiki/James_II_of_England,battle_65614,Second Anglo-Dutch War,war_conflict_article,side_b,Treaty of Breda (1667),unknown,unknown,low
