analytic_commander_id,display_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,rank_high_level_capped,score_high_level_capped,broad_page_contribution_share,battle_siege_page_contribution_share,rank_eligibility_filtered,exclude_from_headline_ranking,rank_role_weighted,score_role_weighted,rank_change_vs_hierarchical_trust_v2,dominant_role_class,share_direct_field_command,share_unclear_role,share_nominal_or_political,role_adjustment_factor,mean_role_confidence,confidence_adjusted_tier,confidence_category,rank_band_width_80,recommended_interpretation,best_rank_pass4_models,worst_rank_pass4_models,rank_range_pass4_models
acmd_ca6f7f654eee,Pavle Jurišić Šturm,440,50.67102155576382,426,50.67102155576382,0.052055,0.947945,438.0,False,511,32.1056521734389,71,principal_field_commander,0.8868795983538983,0.11312040164610176,0.0,0.7179713629046579,0.53,"Tier E, confidence-limited ranked commander",very_wide,565.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,426.0,511.0,85.0
acmd_cd892832505b,Karl Wilhelm von Toll,441,50.54944704779757,427,50.54944704779757,0.0,1.0,439.0,False,453,33.72100482365361,12,principal_field_commander,1.0,0.0,0.0,0.7412105438456099,0.6,"Tier E, confidence-limited ranked commander",very_wide,671.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,427.0,453.0,26.0
acmd_87bc1f24523a,Nebuchadnezzar II,442,50.50627928772259,428,50.50627928772259,0.0,1.0,440.0,False,289,39.17393287253984,-153,principal_field_commander,1.0,0.0,0.0,0.85,0.65,"Tier D, category-specific confidence tier",very_wide,749.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,289.0,442.0,153.0
acmd_5f4fb66f2f7a,Albert Kesselring,443,50.48359887535146,429,50.48359887535146,0.073612,0.926388,441.0,False,622,28.485348691066484,179,wing_or_corps_commander,0.8862508138885107,0.04639891427365469,0.0,0.6522330910705104,0.4604166666666667,"Tier E, confidence-limited ranked commander",very_wide,314.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,429.0,622.0,193.0
acmd_f9dc4d5f27c4,Zamorin,444,50.46727272727272,430,50.46727272727272,0.03598,0.96402,442.0,False,342,37.60341711068035,-102,principal_field_commander,0.9651826441237974,0.03481735587620254,0.0,0.8343321898557089,0.5722222222222223,"Tier E, confidence-limited ranked commander",very_wide,539.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,342.0,444.0,102.0
acmd_4ba0e9f2b421,Duke Ferdinand of Brunswick-Wolfenbüttel,445,50.20712277413308,431,50.20712277413308,0.009544,0.990456,443.0,False,310,38.49035901986794,-135,principal_field_commander,0.990973655221292,0.009026344778708105,0.0,0.8459381448495814,0.625,"Tier E, confidence-limited ranked commander",very_wide,389.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,310.0,445.0,135.0
acmd_516203352ed5,Arvid Wittenberg,446,50.2009090909091,432,50.2009090909091,0.0,1.0,444.0,False,367,36.58731464995289,-79,principal_field_commander,1.0,0.0,0.0,0.8112058665005933,0.59375,"Tier D, category-specific confidence tier",very_wide,610.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,367.0,446.0,79.0
acmd_b7770e08948b,Erwin Rommel,447,50.200562324273655,433,50.200562324273655,0.109875,0.890125,445.0,False,468,33.263480235884565,21,principal_field_commander,0.8887643741798071,0.020595569214781152,0.0,0.7474820653440019,0.5458333333333333,"Tier E, confidence-limited ranked commander",very_wide,234.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,433.0,468.0,35.0
acmd_bd4329a02fee,Asad Khan,448,50.10191190253046,434,50.10191190253046,0.0,1.0,446.0,False,727,25.840162142493128,279,wing_or_corps_commander,0.9521027355268151,0.047897264473184833,0.0,0.583870208448895,0.5333333333333333,"Tier D, category-specific confidence tier",very_wide,706.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,434.0,727.0,293.0
acmd_b30829532def,Oku Yasukata,449,50.087272727272726,436,50.087272727272726,0.026987,0.973013,447.0,False,399,35.61703577535862,-50,principal_field_commander,0.975561246679158,0.024438753320841954,0.0,0.8012388998438472,0.55,"Tier E, confidence-limited ranked commander",very_wide,542.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,399.0,449.0,50.0
acmd_cde9e4010e5d,Sancho d'Avila,450,50.05169634489222,437,50.05169634489222,0.0,1.0,448.0,False,333,37.82574272466199,-117,principal_field_commander,0.9814491932625166,0.018550806737483397,0.0,0.8416521369681323,0.5916666666666667,"Tier E, confidence-limited ranked commander",very_wide,598.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,333.0,450.0,117.0
acmd_9f3412ad9a2b,Antonio Duvergé,451,50.006363636363645,438,50.006363636363645,0.0,1.0,449.0,False,365,36.648052781637084,-86,principal_field_commander,1.0,0.0,0.0,0.8175417483442504,0.5857142857142857,"Tier D, category-specific confidence tier",very_wide,547.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,365.0,451.0,86.0
acmd_f8ed3f80cb83,Itagaki Nobukata,452,50.00363636363636,439,50.00363636363636,0.0,1.0,450.0,False,357,36.984319013056314,-95,principal_field_commander,1.0,0.0,0.0,0.8142744096882084,0.6333333333333334,"Tier D, category-specific confidence tier",very_wide,605.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,357.0,452.0,95.0
acmd_f91559c9758a,Ashfaq Parvez Kayani,453,49.96453608247423,1054,0.0,1.0,0.0,,,1062,5.339959793814434,609,staff_or_planning_role,0.0,0.0,0.0,0.45000000000000007,0.8,Excluded from headline confidence tier,very_wide,523.8,Exclude from headline ranking pending role evidence; confidence interval is diagnostic only.,453.0,1062.0,609.0
acmd_23aff1432e71,Rudolf Veiel,454,49.947741330834106,440,49.947741330834106,0.147385,0.852615,451.0,False,466,33.34858855539935,12,principal_field_commander,0.8526152837526192,0.0,0.0,0.7459995548652898,0.5800000000000001,"Tier E, confidence-limited ranked commander",very_wide,693.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,440.0,466.0,26.0
acmd_ca66ae0bc33d,Franz Conrad von Hötzendorf,455,49.93908153701968,441,49.93908153701968,0.117508,0.882492,452.0,False,467,33.293348698711206,12,principal_field_commander,0.8632788151394103,0.13672118486058976,0.0,0.7511878709416647,0.55,"Tier E, confidence-limited ranked commander",very_wide,259.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,441.0,467.0,26.0
acmd_af767c9d0b4c,Masoud Barzani,456,49.90985941893158,442,49.90985941893158,0.160028,0.839972,453.0,False,686,26.716693160120386,230,principal_field_commander,0.6869637447315627,0.3130362552684373,0.0,0.6404373754236203,0.3433333333333333,"Tier E, confidence-limited ranked commander",very_wide,648.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,442.0,686.0,244.0
acmd_21427997b287,Bohdan Khmelnytsky,457,49.90193064667292,443,49.90193064667292,0.0,1.0,454.0,False,502,32.39842389327659,45,principal_field_commander,1.0,0.0,0.0,0.7220484439479935,0.5966666666666668,"Tier E, confidence-limited ranked commander",very_wide,408.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,443.0,502.0,59.0
acmd_411ce464bec0,Li Hongzhang,458,49.8890909090909,444,49.8890909090909,0.075951,0.924049,455.0,False,582,29.79784609171705,124,principal_field_commander,0.9240494230348697,0.07595057696513022,0.0,0.6862842961197103,0.48125,"Tier E, confidence-limited ranked commander",very_wide,562.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,444.0,582.0,138.0
acmd_544016edc85c,Creighton Abrams,459,49.88779756326148,496,47.766485264542325,0.425513,0.574486,456.0,False,345,37.381864009780486,-114,principal_field_commander,0.7060899233541742,0.0,0.0,0.8523057305106276,0.5166666666666667,"Tier D, page-type-sensitive performer",very_wide,764.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,345.0,496.0,151.0
acmd_62436e29d191,Nelson A. Miles,460,49.82000000000001,445,49.82000000000001,0.231749,0.768251,457.0,False,427,34.636551071645194,-33,principal_field_commander,0.8116589184457605,0.10093165956777289,0.0,0.7914693398965321,0.5136363636363637,"Tier E, confidence-limited ranked commander",very_wide,714.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,427.0,460.0,33.0
acmd_582e2bd89b50,Max von Gallwitz,461,49.76382380506092,446,49.76382380506092,0.157281,0.842719,458.0,False,525,31.64089406469257,64,principal_field_commander,0.8343022588862058,0.07637895355141537,0.0,0.7178626428101563,0.5428571428571429,"Tier E, confidence-limited ranked commander",very_wide,144.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,446.0,525.0,79.0
acmd_12cb57916ec1,"Friedrich Adolf, Count von Kalckreuth",462,49.755688847235234,447,49.755688847235234,0.028567,0.971433,459.0,False,375,36.258789756901336,-87,principal_field_commander,0.9714325520817028,0.0,0.0,0.8119627460065998,0.5900000000000001,"Tier D, category-specific confidence tier",very_wide,742.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,375.0,462.0,87.0
acmd_aa4469c97921,Phạm Văn Đồng,463,49.70931583880038,1055,0.0,1.0,0.0,,,1064,2.4233291471415184,601,nominal_or_political_leader,0.0,0.0,1.0,0.2,0.9,Excluded from headline confidence tier,very_wide,552.6,Exclude from headline ranking pending role evidence; confidence interval is diagnostic only.,463.0,1064.0,601.0
acmd_461cec46f302,Ferdinand Schörner,464,49.70009372071228,558,44.92308637925649,0.45767,0.54233,460.0,False,711,26.270104061390953,247,unclear_role,0.5430068918789577,0.4569931081210424,0.0,0.6067917782875301,0.484375,"Tier D, page-type-sensitive performer",very_wide,305.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,460.0,711.0,251.0
acmd_ed73f6cea326,Harald Hardrada,465,49.57773195876289,448,49.57773195876289,0.0,1.0,461.0,False,325,38.04402348224513,-140,principal_field_commander,1.0,0.0,0.0,0.85,0.6111111111111112,"Tier E, confidence-limited ranked commander",very_wide,607.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,325.0,465.0,140.0
acmd_d1f05089207b,"François Sébastien Charles Joseph de Croix, Count of Clerfayt",466,49.55857544517338,449,49.55857544517338,0.0,1.0,462.0,False,347,37.24746295843138,-119,principal_field_commander,1.0,0.0,0.0,0.8344123097860142,0.6029411764705882,"Tier E, confidence-limited ranked commander",very_wide,340.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,347.0,466.0,119.0
acmd_d77b81f2ab2b,Władysław Sikorski,467,49.38744142455482,450,49.38744142455482,0.0,1.0,463.0,False,482,33.011450061855996,15,principal_field_commander,0.9796703640530524,0.020329635946947467,0.0,0.7592576592774701,0.5214285714285715,"Tier E, confidence-limited ranked commander",very_wide,627.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,450.0,482.0,32.0
acmd_7e8136283983,Adolf Strauss,468,49.344545454545454,451,49.344545454545454,0.0,1.0,464.0,False,591,29.663832781811703,123,wing_or_corps_commander,1.0,0.0,0.0,0.6773603167150811,0.55,"Tier E, confidence-limited ranked commander",very_wide,575.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,451.0,591.0,140.0
acmd_423dcc754432,Friedrich Paulus,469,49.331940018744135,501,47.50632935845048,0.422204,0.577796,465.0,False,384,35.89432172873184,-85,principal_field_commander,0.8812079253320535,0.0,0.0,0.8172821680028794,0.5611111111111111,"Tier D, page-type-sensitive performer",very_wide,723.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,384.0,501.0,117.0
acmd_cfddd2257727,Charles XIII,470,49.32224929709465,452,49.32224929709465,0.099387,0.900613,466.0,False,446,34.04791017714752,-24,principal_field_commander,0.8837729792206891,0.11622702077931088,0.0,0.79769784064931,0.46153846153846156,"Tier E, confidence-limited ranked commander",very_wide,464.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,446.0,470.0,24.0
acmd_37091a6f2571,Gamō Ujisato,471,49.31999999999999,453,49.31999999999999,0.039153,0.960847,467.0,False,504,32.30126375876761,33,principal_field_commander,0.9661585928212283,0.03384140717877172,0.0,0.7364701183041112,0.5571428571428572,"Tier D, category-specific confidence tier",very_wide,580.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,453.0,504.0,51.0
acmd_6f46646f1c8b,Hayreddin Barbarossa,472,49.25000937207123,454,49.25000937207123,0.0,1.0,468.0,False,417,34.92705978657032,-55,principal_field_commander,1.0,0.0,0.0,0.7978260869565217,0.5555555555555556,"Tier D, category-specific confidence tier",very_wide,728.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,417.0,472.0,55.0
acmd_89bb321c5387,Raimondo Montecuccoli,473,49.24296157450796,455,49.24296157450796,0.0,1.0,469.0,False,636,27.82189481253577,163,wing_or_corps_commander,0.958342299657407,0.041657700342592925,0.0,0.6508711458295644,0.4722222222222222,"Tier E, confidence-limited ranked commander",very_wide,660.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,455.0,636.0,181.0
acmd_da290ec240a1,Juan del Águila,474,49.21,456,49.21,0.0,1.0,470.0,False,392,35.74389208150921,-82,principal_field_commander,1.0,0.0,0.0,0.8102756446534591,0.5857142857142857,"Tier D, category-specific confidence tier",very_wide,584.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,392.0,474.0,82.0
acmd_229ad8c947a7,Gabriel Jean Joseph Molitor,475,49.17688847235238,457,49.17688847235238,0.0,1.0,471.0,False,376,36.238869495429974,-99,principal_field_commander,1.0,0.0,0.0,0.812020438928496,0.6300000000000001,"Tier D, category-specific confidence tier",very_wide,745.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,376.0,475.0,99.0
acmd_d24f0c9249ec,Michael von Melas,476,49.17636363636363,458,49.17636363636363,0.0,1.0,472.0,False,505,32.237616729299425,29,principal_field_commander,1.0,0.0,0.0,0.7421332621320127,0.5333333333333334,"Tier E, confidence-limited ranked commander",very_wide,526.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,458.0,505.0,47.0
acmd_2ba81d88c128,Afonso de Albuquerque,477,49.1213870665417,459,49.1213870665417,0.0,1.0,473.0,False,434,34.42268187362335,-43,principal_field_commander,0.9286047269382389,0.07139527306176113,0.0,0.8178721271222077,0.4272727272727273,"Tier E, confidence-limited ranked commander",very_wide,652.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,434.0,477.0,43.0
acmd_bf31cdda91cc,Antiochus III the Great,478,49.09818181818182,460,49.09818181818182,0.0,1.0,474.0,False,395,35.698518662652255,-83,principal_field_commander,1.0,0.0,0.0,0.8227262581439028,0.5349999999999999,"Tier E, confidence-limited ranked commander",very_wide,610.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,395.0,478.0,83.0
acmd_5b81d54dfec3,Hitoshi Imamura,479,49.07966260543581,461,49.07966260543581,0.130009,0.869991,475.0,False,435,34.38443016305285,-44,principal_field_commander,0.869990957762623,0.015978958121112826,0.0,0.7966507907604423,0.5176470588235295,"Tier E, confidence-limited ranked commander",very_wide,475.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,435.0,479.0,44.0
acmd_02e9d87620c5,Jacques François Dugommier,480,49.06148078725398,462,49.06148078725398,0.03449,0.96551,476.0,False,360,36.80256215931039,-120,principal_field_commander,0.9675850468929825,0.03241495310701751,0.0,0.835413271101842,0.5916666666666667,"Tier E, confidence-limited ranked commander",very_wide,535.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,360.0,480.0,120.0
acmd_d32e09c62b30,Paul Kray,481,49.05154639175258,463,49.05154639175258,0.0,1.0,477.0,False,356,36.99989876444194,-125,principal_field_commander,1.0,0.0,0.0,0.8389505912936831,0.5964285714285714,"Tier E, confidence-limited ranked commander",very_wide,291.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,356.0,481.0,125.0
acmd_90389e35d560,Quintus Fabius Maximus Rullianus,482,49.03417057169635,464,49.03417057169635,0.0,1.0,478.0,False,340,37.68480317478913,-142,principal_field_commander,1.0,0.0,0.0,0.8499999999999999,0.6166666666666667,"Tier E, confidence-limited ranked commander",very_wide,751.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,340.0,482.0,142.0
acmd_fd29282149b1,Pyrrhus of Epirus,483,49.034170571696336,465,49.034170571696336,0.119562,0.880438,479.0,False,415,35.03356542224146,-68,principal_field_commander,0.88895864920284,0.11104135079716,0.0,0.800031392141278,0.5722222222222223,"Tier E, confidence-limited ranked commander",very_wide,486.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,415.0,483.0,68.0
acmd_f2fce2c21dd3,Akbar,484,48.97602624179943,466,48.97602624179943,0.0,1.0,480.0,False,438,34.32323215699164,-46,principal_field_commander,1.0,0.0,0.0,0.7958805134108834,0.5222222222222223,"Tier D, category-specific confidence tier",very_wide,666.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,438.0,484.0,46.0
acmd_c976c18da869,Alexander Tormasov,485,48.96344892221181,467,48.96344892221181,0.0,1.0,481.0,False,500,32.521137083888235,15,principal_field_commander,1.0,0.0,0.0,0.7472161382564952,0.5555555555555556,"Tier E, confidence-limited ranked commander",very_wide,518.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,467.0,500.0,33.0
acmd_ae439e8b7c1d,Maarten Tromp,486,48.93990627928772,468,48.93990627928772,0.009814,0.990186,482.0,False,440,34.25321858533852,-46,principal_field_commander,0.9693746156514265,0.030625384348573575,0.0,0.7837179181598729,0.5722222222222223,"Tier E, confidence-limited ranked commander",very_wide,683.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,440.0,486.0,46.0
acmd_c2525ed86013,Helmuth von Moltke the Elder,487,48.9381443298969,469,48.9381443298969,0.0,1.0,483.0,False,609,28.966692588612833,122,wing_or_corps_commander,0.9370080629679401,0.0629919370320599,0.0,0.677672057976579,0.49375,"Tier E, confidence-limited ranked commander",very_wide,619.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,469.0,609.0,140.0
acmd_8f8765618d71,William II of the Netherlands,488,48.85004686035614,470,48.85004686035614,0.0,1.0,484.0,False,390,35.816487581005816,-98,principal_field_commander,1.0,0.0,0.0,0.811438330821258,0.6142857142857142,"Tier E, confidence-limited ranked commander",very_wide,693.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,390.0,488.0,98.0
acmd_3305ca5c6c3c,Stephen the Great,489,48.831546391752575,471,48.831546391752575,0.0,1.0,485.0,False,361,36.78541429123711,-128,principal_field_commander,1.0,0.0,0.0,0.8499999999999999,0.545,"Tier E, confidence-limited ranked commander",very_wide,610.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,361.0,489.0,128.0
acmd_44e3aa2ac07c,Nathanael Greene,490,48.80412371134021,472,48.80412371134021,0.0,1.0,486.0,False,439,34.31913973606034,-51,principal_field_commander,0.9886505352364346,0.011349464763565355,0.0,0.7833132170375657,0.5909090909090909,"Tier E, confidence-limited ranked commander",very_wide,466.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,439.0,490.0,51.0
acmd_19bcba17b18f,Jukums Vācietis,491,48.73640112464855,473,48.73640112464855,0.275737,0.724263,487.0,False,587,29.76958331605259,96,principal_field_commander,0.7101861949121351,0.2898138050878648,0.0,0.7195837877104609,0.39545454545454545,"Tier E, confidence-limited ranked commander",very_wide,612.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,473.0,587.0,114.0
acmd_fa7665e8e2ca,Narses,492,48.6853045923149,474,48.6853045923149,0.0,1.0,488.0,False,403,35.367834903040176,-89,principal_field_commander,1.0,0.0,0.0,0.8128202754422714,0.5750000000000001,"Tier D, category-specific confidence tier",very_wide,614.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,403.0,492.0,89.0
acmd_71af7bd0be1c,Constantine the Great,493,48.64742268041237,475,48.64742268041237,0.0,1.0,489.0,False,337,37.73215721649485,-156,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.65,"Tier D, category-specific confidence tier",very_wide,573.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,337.0,493.0,156.0
acmd_444a9384c1d7,Hulegu Khan,494,48.61482661668228,476,48.61482661668228,0.08046,0.91954,490.0,False,425,34.6770827768396,-69,principal_field_commander,0.9080047789725209,0.09199522102747908,0.0,0.8086021505376343,0.5285714285714286,"Tier D, category-specific confidence tier",very_wide,675.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,425.0,494.0,69.0
acmd_634fa123b761,Witte de With,495,48.612183692596055,477,48.612183692596055,0.0,1.0,491.0,False,437,34.326551671167955,-58,principal_field_commander,0.9760901872671184,0.023909812732881574,0.0,0.7845895837379026,0.6,"Tier E, confidence-limited ranked commander",very_wide,691.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,437.0,495.0,58.0
acmd_1741f8e650e2,Josip Broz Tito,496,48.58575445173383,478,48.58575445173383,0.276743,0.723257,492.0,False,801,23.330757398764778,305,unclear_role,0.51704822899908,0.48295177100092007,0.0,0.5684211980406165,0.37916666666666665,"Tier E, confidence-limited ranked commander",very_wide,527.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,478.0,801.0,323.0
acmd_5d6bf31a1997,Henry IV of France,497,48.555763823805066,479,48.555763823805066,0.0,1.0,493.0,False,414,35.0500722144418,-83,principal_field_commander,1.0,0.0,0.0,0.8210638156680178,0.5166666666666667,"Tier D, category-specific confidence tier",very_wide,515.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,414.0,497.0,83.0
acmd_b57f51f3c45a,"William Louis, Count of Nassau-Dillenburg",498,48.53636363636363,480,48.53636363636363,0.0,1.0,494.0,False,348,37.19478053977272,-150,principal_field_commander,1.0,0.0,0.0,0.85,0.6062500000000001,"Tier D, category-specific confidence tier",very_wide,469.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,348.0,498.0,150.0
acmd_8db7c87210fe,Manuel I Komnenos,499,48.52672914714152,481,48.52672914714152,0.0,1.0,495.0,False,409,35.13362616065104,-90,principal_field_commander,1.0,0.0,0.0,0.8129186264610465,0.5625,"Tier E, confidence-limited ranked commander",very_wide,788.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,409.0,499.0,90.0
acmd_56a9790060d9,Jassa Singh Ramgarhia,500,48.50646672914714,482,48.50646672914714,0.0,1.0,496.0,False,758,24.701882561831155,258,wing_or_corps_commander,1.0,0.0,0.0,0.5809617291011081,0.50625,"Tier E, confidence-limited ranked commander",very_wide,603.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,482.0,758.0,276.0
acmd_ca962c912141,Allen H. Turnage,501,48.379090909090905,483,48.379090909090905,0.0,1.0,497.0,False,444,34.10062558492145,-57,principal_field_commander,1.0,0.0,0.0,0.7831809831739982,0.6,"Tier D, category-specific confidence tier",very_wide,584.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,444.0,501.0,57.0
acmd_036bc7412c54,Anthony Wayne,502,48.29803186504216,484,48.29803186504216,0.028368,0.971632,498.0,False,480,33.03101103147205,-22,principal_field_commander,0.9716318821028843,0.028368117897115585,0.0,0.7665426063969206,0.5687500000000001,"Tier E, confidence-limited ranked commander",very_wide,491.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,480.0,502.0,22.0
acmd_96837752d5e2,Takeda Katsuyori,503,48.23336457357075,485,48.23336457357075,0.0,1.0,499.0,False,408,35.170868844720026,-95,principal_field_commander,1.0,0.0,0.0,0.8054073842373913,0.6214285714285716,"Tier D, category-specific confidence tier",very_wide,567.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,408.0,503.0,95.0
acmd_d61f2339cf4b,Honoré Charles Reille,504,48.224545454545456,486,48.224545454545456,0.0,1.0,500.0,False,421,34.760802490984105,-83,principal_field_commander,1.0,0.0,0.0,0.7961625015145555,0.6214285714285716,"Tier E, confidence-limited ranked commander",very_wide,571.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,421.0,504.0,83.0
acmd_6560617d667e,Abu Bakr al-Baghdadi,505,48.21662605435801,900,29.67869947419556,0.630683,0.369317,501.0,False,811,22.947834514675062,306,unclear_role,0.3605454338592255,0.6394545661407744,0.0,0.5622454452366515,0.3859375,"Tier D, page-type-sensitive performer",very_wide,198.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,501.0,900.0,399.0
acmd_677f6e74e06b,Maximilian Ulysses Browne,506,48.11152764761013,487,48.11152764761013,0.016629,0.983371,502.0,False,366,36.62142860986943,-140,principal_field_commander,0.9847796360421924,0.015220363957807568,0.0,0.8431508362189866,0.6111111111111112,"Tier E, confidence-limited ranked commander",very_wide,505.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,366.0,506.0,140.0
acmd_5d1ce5e333aa,Antigonus I Monophthalmus,507,48.09064667291471,488,48.09064667291471,0.0,1.0,503.0,False,387,35.8625860915411,-120,principal_field_commander,0.9849489986067073,0.015051001393292698,0.0,0.8432270493730182,0.5375,"Tier E, confidence-limited ranked commander",very_wide,579.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,387.0,507.0,120.0
acmd_11c4f56e76b6,Friedrich Wilhelm von Buxhoeveden,508,48.054526710403,489,48.054526710403,0.151685,0.848315,504.0,False,561,30.430686292020898,53,principal_field_commander,0.8483153990909931,0.0,0.0,0.7175674474557624,0.53,"Tier E, confidence-limited ranked commander",very_wide,689.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,489.0,561.0,72.0
acmd_9ec8c1bb261d,Vasily Chuikov,509,48.043955014058106,490,48.043955014058106,0.0,1.0,505.0,False,501,32.52031351716407,-8,principal_field_commander,1.0,0.0,0.0,0.7506070187240723,0.6071428571428571,"Tier E, confidence-limited ranked commander",very_wide,698.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,490.0,509.0,19.0
acmd_35009a64727c,Charles VII of France,510,47.98404873477038,491,47.98404873477038,0.0,1.0,506.0,False,464,33.43340181519201,-46,principal_field_commander,0.9750869347344124,0.02491306526558751,0.0,0.787856679169071,0.5375000000000001,"Tier D, category-specific confidence tier",very_wide,720.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,464.0,510.0,46.0
acmd_618ee3c4c03e,Trần Văn Trà,511,47.931396438612936,936,26.85540222492972,0.663827,0.336173,507.0,False,336,37.78421092032694,-175,overall_commander,0.8225396218248027,0.0,0.0,0.8940345008630697,0.5269230769230769,"Tier D, page-type-sensitive performer",very_wide,416.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,336.0,936.0,600.0
acmd_97679800d3af,Tughril I,512,47.838181818181816,492,47.838181818181816,0.0,1.0,508.0,False,349,37.10448977272728,-163,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.65,"Tier E, confidence-limited ranked commander",very_wide,544.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,349.0,512.0,163.0
acmd_432fdd2c3a4f,Attila the Hun,513,47.82635426429241,493,47.82635426429241,0.0,1.0,509.0,False,350,37.095316026241804,-163,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.65,"Tier E, confidence-limited ranked commander",very_wide,738.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,350.0,513.0,163.0
acmd_585b91047889,"Prince Emanuele Filiberto, Duke of Aosta",514,47.81349578256795,494,47.81349578256795,0.0,1.0,510.0,False,351,37.085342666354265,-163,principal_field_commander,1.0,0.0,0.0,0.85,0.65,"Tier E, confidence-limited ranked commander",very_wide,531.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,351.0,514.0,163.0
