battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,quarantine_reason,validation_status
battle_71793883,Battle of Kokkinia,Battle of Kokkinia,Battle of Kokkinia,https://en.wikipedia.org/wiki/Battle_of_Kokkinia,"4–8 March, 1944",1944-04-04,1944-03-08,1944,20,1.0,the Greek resistance,,Kokkinia,Kokkinia,,,,ELAS victory,Victory,victory,ELAS People of Kokkinia,Wehrmacht Hellenic Gendarmerie Security Battalions,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories | biography categories,battle-like title | battle categories | campaign signals | war/conflict categories | biography categories | fallback wikitext extraction,land_battle,True,2116,1944 in Greece | All articles needing coordinates | Articles missing coordinates without coordinates on Wikidata | Articles with short description | Battles and operations involving the Greek People's Liberation Army | Battles and operations of World War II involving Germany | CS1 Greek-language sources (el) | Central Greece in World War II | Conflicts in 1944 | German occupation of Greece during World War II | Greece articles missing geocoordinate data | March 1944 in Europe | Military history of Central Greece | Short description matches Wikidata | Webarchive template wayback links,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.8,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_24060554,Battle of Porytowe Wzgórze,Battle of Porytowe Wzgórze,Battle of Porytowe Wzgórze,https://en.wikipedia.org/wiki/Battle_of_Porytowe_Wzg%C3%B3rze,"June 14–15, 1944",1944-06-14,1944-04-15,1944,20,1.0,Operation Tempest in the Eastern Front of World War II,,Solska Forest,Solska Forest,50.499973,23.000086,,Victory,Victory,victory,Polish Underground State Polish resistance Armia Krajowa National Military Organization Armia Ludowa) Soviet Union (partisans),Nazi Germany,,Nikolai Prokopiuk Franciszek Przysiężniak Bolesław Usow Stanisław Szelest,Siegfried Haenicke,,"3,000","25,000–30,000",,170,500+,,3000,3000,25000,30000,170,170,500,500,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,3404,All articles lacking in-text citations | Articles lacking in-text citations from August 2009 | Battles and operations of World War II involving the Soviet Union | Battles involving Poland | Battles involving the Soviet Partisans | Battles of World War II involving Germany | Conflicts in 1944 | Coordinates on Wikidata | June 1944 in Europe | Pages using gadget WikiMiniAtlas,List of World War II battles | List of battles 1901–2000,List of World War II battles | List of battles 1901–2000,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_15085876,Battle of Pęcice,Battle of Pęcice,Battle of Pęcice,https://en.wikipedia.org/wiki/Battle_of_P%C4%99cice,2 August 1944,1944-08-02,1944-08-02,1944,20,1.0,,,,,52.157032,20.848489,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,uprising,False,2391,1944 in Poland | All articles needing additional references | All stub articles | Articles needing additional references from January 2018 | August 1944 in Europe | Conflicts in 1944 | Coordinates on Wikidata | German battle stubs | Military operations involving the Home Army | Nazi war crimes in Poland | Pages using gadget WikiMiniAtlas | Polish battle stubs | Warsaw Uprising,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_47674984,Battle of Rapido River,Battle of Rapido River,Battle of Rapido River,https://en.wikipedia.org/wiki/Battle_of_Rapido_River,20–22 January 1944,1944-04-20,1944-01-22,1944,20,1.0,"the Winter Line and the battle for Rome, Italian campaign",,"Gari River, Italy","Gari River, Italy",,,,German victory,Victory,victory,United States United States,Nazi Germany Germany,,United States Mark Clark United States Geoffrey Keyes United States Fred Walker,Nazi Germany Heinrich von Vietinghoff Nazi Germany Frido von Senger und Etterlin,,United States 36th Infantry Division,Nazi Germany 15th Panzergrenadier Division,,"155 killed 1,052 wounded 921 captured or missing",64 killed 179 wounded,,,,,,155,1052,64,179,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,6388,1944 in Italy | All articles with failed verification | Articles with failed verification from October 2025 | Articles with short description | Battle of Monte Cassino | Battles and operations of the Italian campaign (World War II) | Battles of World War II involving Germany | Battles of World War II involving the United States | Conflicts in 1944 | Coordinates on Wikidata | January 1944 in Europe | Military history of the United States during World War II | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | Use dmy dates from February 2014 | Webarchive template wayback links,List of World War II battles | List of battles 1901–2000,List of World War II battles | List of battles 1901–2000,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_5113037,Battle of Rovaniemi,Battle of Rovaniemi,Battle of Rovaniemi,https://en.wikipedia.org/wiki/Battle_of_Rovaniemi,"October 12–13, 1944",1944-10-12,1944-04-13,1944,20,1.0,the Lapland War of World War II,,"Rovaniemi, Finland","Rovaniemi, Finland",,,,German retreat,Unknown,unknown,Nazi Germany Germany,Finland,,Henrik Saussel,Ruben Lagus,,500 men 3 tanks,"1,500 men 20 tanks",,52 dead 164 wounded 9 missing 1 tank,36 dead 101 wounded 4 missing,,3,500,20,1500,1,164,4,101,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,5812,1944 in Finland | All articles needing additional references | All articles needing coordinates | All articles with unsourced statements | Articles missing coordinates without coordinates on Wikidata | Articles needing additional references from February 2008 | Articles needing additional references from June 2014 | Articles with short description | Articles with unsourced statements from January 2022 | Battles and operations of the European theatre of World War II | Battles involving Finland | Battles of World War II involving Germany | Battles of the Lapland War | CS1 Finnish-language sources (fi) | Conflicts in 1944 | Finland articles missing geocoordinate data | History of Lapland (Finland) | October 1944 in Europe | Short description is different from Wikidata,List of World War II battles | List of battles by geographic location,List of World War II battles | List of battles by geographic location,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_48528505,Battle of Saint-Lô,Battle of Saint-Lô,Battle of Saint-Lô,https://en.wikipedia.org/wiki/Battle_of_Saint-L%C3%B4,"July 7–19, 1944",1944-07-07,1944-04-19,1944,20,1.0,"the Normandy Campaign, World War II",,"Saint-Lô, France","Saint-Lô, France",,,,Allied victory,Victory,victory,United States,Nazi Germany,,United States Charles H. Corlett United States Charles H. Gerhardt United States Leland Hobbs United States Paul W. Baade,Nazi Germany Paul Hausser Nazi Germany Dietrich Kraiß Nazi Germany Eugen Meindl Nazi Germany Otto Baum,,,,,"For the period July 7–22 29th Infantry Division: 3,706 30th Infantry Division: 3,934 35th Infantry Division: 2,437 Total XIX Corps: 11,000+ casualties, of which 3,000+ killed",Unknown,352 French civilians,,,,,7,11000,,,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,land_battle,True,7125,1944 in France | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from April 2025 | Battles and operations of World War II involving the United States | Battles of World War II involving the United States | CS1 French-language sources (fr) | Commons category link from Wikidata | Coordinates on Wikidata | July 1944 in Europe | Military operations of World War II involving Germany | Operation Overlord | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata,List of battles with most United States military fatalities,List of battles with most United States military fatalities,Lists of battles,list_misc,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_9032200,Battle of Shaggy Ridge,Battle of Shaggy Ridge,Battle of Shaggy Ridge,https://en.wikipedia.org/wiki/Battle_of_Shaggy_Ridge,19–31 January 1944,1944-04-19,1944-01-31,1944,20,1.0,"World War II, Pacific War",,"Finisterre Range, Territory of New Guinea","Finisterre Range, Territory of New Guinea",,,,Allied victory,Victory,victory,Australia,Empire of Japan,,Australia Alan Vasey,Empire of Japan Masutaro Nakai,,,,,46 killed 147 woundedCoulthard-Clark 1998,~ 500 killedCoulthard-Clark 1998,,,,,,46,1998,500,1998,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,14161,1944 in Papua New Guinea | All articles needing coordinates | Articles missing coordinates without coordinates on Wikidata | Australia–Japan military relations | Battles of World War II involving Australia | Battles of World War II involving Japan | Conflicts in 1944 | January 1944 in Oceania | Papua New Guinea articles missing geocoordinate data | Use dmy dates from April 2022,List of World War II battles | List of battles 1901–2000,List of World War II battles | List of battles 1901–2000,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_8578418,Battle of Studzianki,Battle of Studzianki,Battle of Studzianki,https://en.wikipedia.org/wiki/Battle_of_Studzianki,"August 9–16, 1944",1944-08-09,1944-04-16,1944,20,1.0,Operation Bagration of World War II,,"Studzianki, Poland","Studzianki, Poland",51.688333,21.326111,,Allied victory,Victory,victory,Nazi Germany,Soviet Union Poland Poland,,Nazi Germany Gen.Maj. Schmalz,Poland 2nd Lt. Świetana,,3 divisions,Polish 1st Armoured Brigade 8th Soviet Army,,"At least 40 tanks, 26 guns and mortars, 9 APCs ~1,000 Casualties (Killed, Wounded and Captured)","27 tanks ~1,000 Casualties (Killed, Wounded and Missing)",,3,3,,,9,1000,27,1000,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,3058,1944 in Poland | All articles needing additional references | Articles needing additional references from November 2016 | Articles with short description | August 1944 in Europe | Battles and operations of the Soviet–German War | Battles involving Poland | Battles involving the Soviet Union | Battles of World War II involving Germany | Conflicts in 1944 | Coordinates on Wikidata | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | Tank battles involving Germany | Tank battles involving Poland | Tank battles involving the Soviet Union | Tank battles of World War II,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_49974591,Battle of Talasea,Battle of Talasea,Battle of Talasea,https://en.wikipedia.org/wiki/Battle_of_Talasea,6–9 March 1944,1944-04-06,1944-03-09,1944,20,1.0,"World War II, Pacific War",,"New Britain, Territory of New Guinea","New Britain, Territory of New Guinea",,,,Allied victory,Victory,victory,United States Australia,Empire of Japan,,United States William H. Rupertus United States Oliver P. Smith,Empire of Japan Yasushi Sakai Empire of Japan Kiyamatsu Terunuma,,"~3,000",596,,17 killed and 114 wounded,150 killed,,3000,3000,596,596,17,114,150,150,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,naval_battle,True,20356,1944 in Papua New Guinea | Articles with short description | Battles and operations of World War II involving Papua New Guinea | Battles of World War II involving Australia | Battles of World War II involving Japan | Battles of World War II involving the United States | CS1: long volume value | CS1 errors: periodical ignored | Conflicts in 1944 | Coordinates on Wikidata | March 1944 in Oceania | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | South West Pacific theatre of World War II | Territory of New Guinea | United States Marine Corps in World War II | Use dmy dates from June 2017,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_12265361,Battle of Tehumardi,Battle of Tehumardi,Battle of Tehumardi,https://en.wikipedia.org/wiki/Battle_of_Tehumardi,"October 8, 1944",1944-10-08,1944-10-08,1944,20,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,land_battle,False,5245,1944 in Estonia | All articles needing additional references | Articles needing additional references from March 2009 | Articles with short description | Battles and operations of the Eastern Front (World War II) | Battles involving Estonia | Battles of World War II involving Germany | Coordinates on Wikidata | Estonian Soviet Socialist Republic | Generalbezirk Estland | History of Saaremaa | Pages using gadget WikiMiniAtlas | Short description matches Wikidata,List of World War II battles | List of battles by geographic location,List of World War II battles | List of battles by geographic location,Lists of battles,list_misc | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_21976026,Battle of Târgu Frumos,Battle of Târgu Frumos,Battle of Târgu Frumos,https://en.wikipedia.org/wiki/Battle_of_T%C3%A2rgu_Frumos,Spring 1944,,,1944,20,0.5,,,,,,,,Defeat,Defeat,defeat,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,False,1430,1944 in Romania | All articles needing additional references | All set index articles | Articles needing additional references from September 2016 | Articles with short description | Battles and operations of the Soviet–German War | Conflicts in 1944 | Former disambiguation pages converted to set index articles | Set index articles | Short description is different from Wikidata,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_3677375,Battle of Vuosalmi,Battle of Vuosalmi,Battle of Vuosalmi,https://en.wikipedia.org/wiki/Battle_of_Vuosalmi,"July 4–17, 1944",1944-07-04,1944-04-17,1944,20,1.0,Continuation War,,"60 43 5 Karelian Isthmus, Finland","60 43 5 Karelian Isthmus, Finland",60.71805556,29.575,,Finnish victory,Victory,victory,Finland,Soviet Union,,Hjalmar Siilasvuo Armas-Eino Martola Aarne Blick,"Vasily Shvetsov Анисимов, Георгий Иванович Фадеев, Иван Иванович (генерал)",,"30,000 men 25 assault guns 250 field artillery pieces (21 battalions)","75,000–80,000 men 80–90 tanks or assault guns 450 artillery pieces",,"795 killed 4,976 wounded 354 missing 2 assault guns","3,050 killed 11,750 wounded 250 missing 22,700 (whole 23rd Army) 60 tanks",,21,30000,80,80000,2,4976,60,22700,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,land_battle,True,5973,1944 in Finland | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from July 2020 | Articles with unsourced statements from June 2020 | Battles and operations of the Continuation War | Coordinates on Wikidata | Finland in World War II | July 1944 in Europe | Karelo-Finnish Soviet Socialist Republic | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata,List of World War II battles | List of battles 1901–2000 | List of battles by geographic location,List of World War II battles | List of battles 1901–2000 | List of battles by geographic location,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_2636031,Battle of the Admin Box,Battle of the Admin Box,Battle of the Admin Box,https://en.wikipedia.org/wiki/Battle_of_the_Admin_Box,5–23 February 1944,1944-04-05,1944-02-23,1944,20,1.0,the Burma campaign in 1944 in the South-East Asian theatre of World War II,,"Arakan, Burma","Arakan, Burma",20.93208,92.449349,,Allied victory,Victory,victory,United Kingdom India British Raj,Empire of Japan Japan Azad Hind,,United Kingdom Philip Christison,Empire of Japan Tokutaro Sakurai,,At start: 2 infantry divisions 1 armoured regiment Reinforcements: 2 infantry divisions,1 infantry division,,"3,506 total 3 Spitfires","3,106 killed 2,229 wounded 65 aircraft",,1,2,1,1,3,3506,65,3106,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,land_battle,True,18145,1944 in Burma | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from August 2024 | Burma campaign (1943–1944) | Coordinates on Wikidata | February 1944 in Asia | Indian National Army | Land battles of World War II involving the United Kingdom | Pages containing London Gazette template with parameter supp set to y | Pages using gadget WikiMiniAtlas | Short description is different from Wikidata | Use dmy dates from November 2021,List of World War II battles | List of battles (alphabetical),List of World War II battles | List of battles (alphabetical),Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_5225357,Battle of the Green Islands,Battle of the Green Islands,Battle of the Green Islands,https://en.wikipedia.org/wiki/Battle_of_the_Green_Islands,15–20 February 1944,1944-04-15,1944-02-20,1944,20,1.0,Operation Cartwheel,,Green Islands in the South Pacific,Green Islands in the South Pacific,-4.5,154.16666667,,Allied victory,Victory,victory,Dominion of New Zealand United States,Empire of Japan,,Dominion of New Zealand Harold Barrowclough United States Richard Nixon,Empire of Japan Hitoshi Imamura Empire of Japan 和田久馬,,"5,806",102,,13 killed 26 wounded 1 cruiser damaged,Almost all killed 12 aircraft destroyed,,5806,5806,102,102,1,26,12,12,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,True,11561,1944 in Papua New Guinea | All Wikipedia articles written in British English | Articles with short description | Battles and operations of World War II involving Papua New Guinea | Battles of World War II involving Japan | Battles of World War II involving New Zealand | Battles of World War II involving the United States | Conflicts in 1944 | Coordinates on Wikidata | February 1944 in Oceania | January 1944 in Oceania | Pacific Ocean theater of World War II | Pages using gadget WikiMiniAtlas | Short description matches Wikidata | Territory of New Guinea | Use British English from November 2017 | Use dmy dates from November 2017,List of World War II battles | List of battles 1901–2000,List of World War II battles | List of battles 1901–2000,Lists of battles,list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_285891,Battle of the Philippine Sea,Battle of the Philippine Sea,Battle of the Philippine Sea,https://en.wikipedia.org/wiki/Battle_of_the_Philippine_Sea,"June 19–20, 1944",1944-06-19,1944-04-20,1944,20,1.0,the Mariana and Palau Islands campaign of the Pacific Theater (World War II),,Philippine Sea,Philippine Sea,20,130,,American victory,Victory,victory,United States,Empire of Japan,,United States Raymond A. Spruance * United States Marc Mitscher,Empire of Japan Jisaburō Ozawa * Empire of Japan Takeo Kurita * Empire of Japan Takeo Takagi * Empire of Japan Kakuji Kakuta,,7 fleet carriers * 8 light carriers * 7 battleships * 8 heavy cruisers * 13 light cruisers * 68 destroyers * 28 submarines * approximately900 carrier aircraft,3 fleet carriers * 6 light carriers * 5 battleships * 7 heavy cruisers * 2 light cruisers * 31 destroyers * 24 submarines * 6 oilers * approximately450 carrier aircraft * ~300 land-based aircraft,,1 battleship damaged * 123 aircraft destroyed * 109 dead,"2 fleet carriers sunk * 1 light carrier sunk * 2 oilers sunk * 550–645 aircraft destroyed * 1 fleet carrier damaged * 2 light carriers damaged * 1 battleship damaged * 1 oiler damaged * 2,987 dead (est.)",,7,68,2,300,1,123,1,2987,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,naval_battle,True,38176,1944 in Japan | Aerial operations and battles of the Pacific War | All Wikipedia articles written in American English | All articles needing additional references | All articles with self-published sources | All articles with unsourced statements | Articles needing additional references from May 2019 | Articles with self-published sources from May 2020 | Articles with short description | Articles with unsourced statements from February 2026 | Articles with unsourced statements from November 2020 | Battles of World War II involving Japan | CS1 errors: ISBN date | Commons link from Wikidata | Conflicts in 1944 | Coordinates on Wikidata | Imperial Japanese Navy Air Service | Mariana and Palau Islands campaign | Naval aviation operations and battles | Naval battles of World War II involving Japan | Naval battles of World War II involving the United States | Pacific Ocean theater of World War II | Pages using gadget WikiMiniAtlas | Philippine Sea | Short description is different from Wikidata | United States naval aviation | Use American English from April 2024 | Use dmy dates from April 2024 | Webarchive template wayback links | Wikipedia articles needing page number citations from August 2015 | Wikipedia articles needing page number citations from November 2020,List of Japanese battles | List of World War II battles | List of battles (alphabetical) | List of battles by geographic location | List of naval and land-based operations in the Pacific Theater during World War II | List of naval battles | List of orders of battle,List of Japanese battles | List of World War II battles | List of battles (alphabetical) | List of battles by geographic location | List of naval and land-based operations in the Pacific Theater during World War II | List of naval battles | List of orders of battle,Lists of battles,battle_type_based | list_misc | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_6841634,Bombing of Darmstadt in World War II,Bombing of Darmstadt in World War II,Bombing of Darmstadt in World War II,https://en.wikipedia.org/wiki/Bombing_of_Darmstadt_in_World_War_II,12 September 1944,1944-09-12,1944-09-12,1944,20,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,4877,1940s in Hesse | 1944 in Germany | All Wikipedia articles written in British English with Oxford spelling | Articles containing German-language text | Articles with short description | CS1 German-language sources (de) | Conflicts in 1944 | Darmstadt | Firebombings | Short description is different from Wikidata | Use Oxford spelling from July 2025 | Use dmy dates from December 2025 | Use shortened footnotes from December 2025 | World War II strategic bombing by populated place | World War II strategic bombing of Germany,List of strategic bombings over Germany in World War II,List of strategic bombings over Germany in World War II,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_20543925,Bombing of Zagreb in World War II,Bombing of Zagreb in World War II,Bombing of Zagreb in World War II,https://en.wikipedia.org/wiki/Bombing_of_Zagreb_in_World_War_II,Obradov 2007,,,2007,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,1532,Articles with short description | CS1 Croatian-language sources (hr) | Short description is different from Wikidata | Webarchive template wayback links | World War II strategic bombing by populated place | Zagreb in World War II,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_10046218,Bombings of Heilbronn in World War II,Bombings of Heilbronn in World War II,Bombings of Heilbronn in World War II,https://en.wikipedia.org/wiki/Bombings_of_Heilbronn_in_World_War_II,"December 4, 1944",1944-12-04,1944-12-04,1944,20,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,12745,All Wikipedia articles needing clarification | All articles lacking in-text citations | All articles with unsourced statements | Articles lacking in-text citations from May 2020 | Articles with short description | Articles with unsourced statements from February 2012 | Firebombings | Germany–United States military relations | Heilbronn | Short description with empty Wikidata description | Wikipedia articles needing clarification from February 2012 | Wikipedia articles needing clarification from March 2009 | World War II strategic bombing by populated place | World War II strategic bombing of Germany,List of strategic bombings over Germany in World War II,List of strategic bombings over Germany in World War II,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_12055971,Formosa Air Battle,Formosa Air Battle,Formosa Air Battle,https://en.wikipedia.org/wiki/Formosa_Air_Battle,"October 12–16, 1944",1944-10-12,1944-04-16,1944,20,1.0,the Pacific Theater of World War II,,"Taiwan, Philippine Sea","Taiwan, Philippine Sea",,,,American victory,Victory,victory,Empire of Japan,US,,Ryūnosuke Kusaka Shigeru Fukudome,"William Halsey, Jr. Marc Mitscher",,"330 aircraft in Formosa, 350 in Kyushu, plus 690 flying in from bases in Japan and China over four days","9 fleet carriers 8 light carriers 6 battleships 4 heavy cruisers 11 light cruisers 57 destroyers ~1,000 carrier aircraft ~130 heavy bombers",,321–525 aircraft Formosan military installations and infrastructure heavily damaged,89 aircraft 1 heavy cruiser seriously damaged 2 light cruisers damaged 1 destroyer damaged,,330,690,4,1000,321,525,1,89,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,naval_battle,True,27842,1944 in Japan | Air-to-air combat operations and battles | All articles needing coordinates | All articles with unsourced statements | Articles containing Japanese-language text | Articles containing traditional Chinese-language text | Articles missing coordinates without coordinates on Wikidata | Articles with short description | Articles with unsourced statements from August 2023 | Commons category link is on Wikidata | Good articles | Imperial Japanese Navy Air Service | Naval aviation operations and battles | October 1944 in Oceania | Pacific Ocean theater of World War II | Philippine Sea | Philippines campaign (1944–1945) | Short description is different from Wikidata | Taiwan articles missing geocoordinate data | Taiwan in World War II | United States naval aviation | Use mdy dates from October 2017,List of World War II battles | List of naval battles,List of World War II battles | List of naval battles,Lists of battles,battle_type_based | war_conflict_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_579508,German invasion of Hungary (1944),German invasion of Hungary,German invasion of Hungary (1944),https://en.wikipedia.org/wiki/German_invasion_of_Hungary_%281944%29,March 1944,1944-03-01,1944-03-01,1944,20,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.5,battle categories | campaign signals | war/conflict categories,battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,land_battle,False,3710,All articles needing additional references | All articles needing coordinates | All articles with unsourced statements | Articles missing coordinates without coordinates on Wikidata | Articles needing additional references from January 2017 | Articles with short description | Articles with unsourced statements from June 2025 | Battles and conflicts without fatalities | Battles and operations of World War II involving Hungary | Battles and operations of the Eastern Front (World War II) | Fascism in Hungary | Germany–Hungary relations | Hungary articles missing geocoordinate data | Invasions by Germany | Military operations of World War II involving Germany | Short description is different from Wikidata | Use dmy dates from July 2019,,,,,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_46531074,Guardistallo massacre,Guardistallo massacre,Guardistallo massacre,https://en.wikipedia.org/wiki/Guardistallo_massacre,29 June 1944,1944-06-29,1944-06-29,1944,20,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,massacre,False,958,1944 in Italy | All articles needing coordinates | All stub articles | Articles missing coordinates without coordinates on Wikidata | Articles with short description | History articles needing translation from Italian Wikipedia | Italy articles missing geocoordinate data | Massacre stubs | Massacres committed by Nazi Germany | Massacres in 1944 | Massacres in Italy | Military history of Tuscany | Nazi Germany stubs | Nazi war crimes in Italy | Short description matches Wikidata,Category:Massacre stubs,Category:Massacre stubs,Lists of battles,category_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_803842,India in World War II,India in World War II,India in World War II,https://en.wikipedia.org/wiki/India_in_World_War_II,28 August 1944,1944-08-28,1944-08-28,1944,20,1.0,,,,,,,,Victory,Victory,victory,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,37108,1940s in British India | 1940s in India | All Wikipedia articles written in Indian English | All articles with unsourced statements | All pages needing factual verification | Articles with short description | Articles with unsourced statements from June 2022 | British Empire in World War II | British India | Commons category link is on Wikidata | History of the Indian Army | India in World War II | Military history of India during World War II | Pages with missing ISBNs | Politics of World War II | Short description is different from Wikidata | Use Indian English from September 2016 | Use dmy dates from December 2025 | Wars involving British India | Wars involving India | Webarchive template wayback links | Wikipedia articles needing factual verification from June 2022 | Wikipedia articles needing page number citations from October 2020 | Wikipedia extended-confirmed-protected pages | World War II military history by country,,,,,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
