row_number,original_battle_id,original_title,decision,reason_code,rebuild_mode,main_file_included,quarantine_included,removed_included
390,battle_48639431,Battle of Chuisha,kept,,wikitext,true,false,false
391,battle_637489,Battle of Ipsus,kept,,wikitext,true,false,false
392,battle_3151873,Battle of Bovianum,repaired,,wikitext,true,false,false
393,battle_30525458,Seleucid–Mauryan War,repaired,,wikitext,true,false,false
394,battle_859601,Siege of Rhodes (305–304 BC),kept,,wikitext,true,false,false
395,battle_890934,Battle of Salamis (306 BC),kept,,wikitext,true,false,false
396,battle_55252777,Battle of Lake Maeotis,kept,,wikitext,true,false,false
397,battle_62419680,Battle of the 25 of Abu,kept,,wikitext,true,false,false
398,battle_53590355,Siege of Siracena,kept,,wikitext,true,false,false
399,battle_62588097,Third siege of Babylon,kept,,wikitext,true,false,false
400,battle_3171805,Battle of Lake Vadimo (310 BC),kept,,wikitext,true,false,false
401,battle_44225556,Battle of White Tunis,kept,,wikitext,true,false,false
402,battle_27825871,Battle of the River Thatis,kept,,wikitext,true,false,false
403,battle_53590835,Bosporan Civil War,repaired,,wikitext,true,false,false
404,battle_62529563,Second siege of Babylon,kept,,wikitext,true,false,false
405,battle_18704489,Babylonian War,kept,,wikitext,true,false,false
406,battle_77112653,Battle of Myus,kept,,wikitext,true,false,false
407,battle_80158562,Battle of Ningping,kept,,wikitext,true,false,false
408,battle_2218963,Battle of the Himera River (311 BC),kept,,wikitext,true,false,false
409,battle_62426598,Battle of the Tigris,kept,,wikitext,true,false,false
410,battle_62447361,First siege of Babylon,kept,,wikitext,true,false,false
411,battle_44182365,Siege of Syracuse (311–309 BC),kept,,wikitext,true,false,false
412,battle_51035921,Antigonid–Nabataean confrontations,kept,,wikitext,true,false,false
413,battle_71659978,Battle of Brescia (312),kept,,wikitext,true,false,false
414,battle_1228672,Battle of Gaza (312 BC),kept,,wikitext,true,false,false
415,battle_80609070,Battle of Jinyang (312),kept,,wikitext,true,false,false
416,battle_3106112,Battle of Turin (312),kept,,wikitext,true,false,false
417,battle_3169767,Battle of Verona (312),kept,,wikitext,true,false,false
418,battle_80581963,Battle of Xiangguo (312),kept,,wikitext,true,false,false
419,battle_49532,Battle of the Milvian Bridge,repaired,,wikitext,true,false,false
420,battle_80577117,Gepo Campaign,repaired,,wikitext,true,false,false
421,battle_71811306,Siege of Segusio,kept,,wikitext,true,false,false
422,battle_3133993,Battle of Tzirallum,kept,,wikitext,true,false,false
423,battle_3151840,Battle of Lautulae,kept,,wikitext,true,false,false
424,battle_3166672,Battle of Cibalae,kept,,wikitext,true,false,false
425,battle_80604213,Battle of Diancheng,kept,,wikitext,true,false,false
426,battle_1997312,Battle of Gabiene,kept,,wikitext,true,false,false
427,battle_3168245,Battle of Mardia,kept,,wikitext,true,false,false
428,battle_60551953,Battle of Byzantium,kept,,wikitext,true,false,false
429,battle_1995392,Battle of Paraitakene,kept,,wikitext,true,false,false
430,battle_60625347,Siege of Megalopolis,kept,,wikitext,true,false,false
431,battle_60544495,Battle of Cretopolis,kept,,wikitext,true,false,false
432,battle_60427505,Battle of Orkynia,kept,,wikitext,true,false,false
433,battle_11429068,Goguryeo–Yan Wars,kept,,wikitext,true,false,false
434,battle_12137626,Second War of the Diadochi,kept,,wikitext,true,false,false
435,battle_1368607,Battle of the Caudine Forks,repaired,,wikitext,true,false,false
436,battle_45159220,Battle of the Hellespont (321 BC),kept,,wikitext,true,false,false
437,battle_31007187,Battle of Amorgos,kept,,wikitext,true,false,false
438,battle_746036,Battle of Crannon,kept,,wikitext,true,false,false
439,battle_34198922,Battle of Melitaea,kept,,wikitext,true,false,false
440,battle_45339176,Battle of the Echinades (322 BC),kept,,wikitext,true,false,false
441,battle_637630,Wars of the Diadochi,repaired,,wikitext,true,false,false
442,battle_34199576,Battle of Plataea (323 BC),kept,,wikitext,true,false,false
443,battle_34199696,Battle of Thermopylae (323 BC),kept,,wikitext,true,false,false
444,battle_947807,Lamian War,kept,,wikitext,true,false,false
445,battle_30525038,Nanda–Mauryan War,kept,,wikitext,true,false,false
446,battle_58178514,Siege of Lamia,kept,,wikitext,true,false,false
447,battle_3110360,Battle of Adrianople (324),kept,,wikitext,true,false,false
448,battle_2281210,Battle of Chrysopolis,kept,,wikitext,true,false,false
449,battle_3134118,Battle of the Hellespont,kept,,wikitext,true,false,false
450,battle_68508913,Siege of Byzantium (324),kept,,wikitext,true,false,false
451,battle_62854196,Battle of Imbrinium,kept,,wikitext,true,false,false
452,battle_39166590,Shapur II's Arab campaign,kept,,wikitext,true,false,false
453,battle_2966150,Aornos,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
454,battle_720543,Battle of the Hydaspes,repaired,,wikitext,true,false,false
455,battle_51509564,Siege of Mogilev,kept,,wikitext,true,false,false
456,battle_23752873,Indian campaign of Alexander the Great,kept,,wikitext,true,false,false
457,battle_898313,Siege of the Sogdian Rock,kept,,wikitext,true,false,false
458,battle_80154795,Battle of Luoyang (328–329),kept,,wikitext,true,false,false
459,battle_27637254,Battle of Jaxartes,kept,,wikitext,true,false,false
460,battle_34185030,Siege of Cyropolis,kept,,wikitext,true,false,false
461,battle_10462539,Battle of the Persian Gate,repaired,,wikitext,true,false,false
462,battle_354393,List of Roman civil wars and revolts,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
463,battle_88176,Popular Front for the Liberation of Palestine – General Command,removed_false_positive,known_false_positive|generic_category_signal,wikitext,false,false,true
464,battle_241926,Battle of Gaugamela,kept,,wikitext,true,false,false
465,battle_3120012,Battle of Megalopolis,kept,,wikitext,true,false,false
466,battle_3130557,Battle of Pandosia,kept,,wikitext,true,false,false
467,battle_32279399,Battle of the Uxian Defile,kept,,wikitext,true,false,false
468,battle_15296493,Siege of Gaza (332 BC),kept,,wikitext,true,false,false
469,battle_1194909,Siege of Tyre (332 BC),kept,,wikitext,true,false,false
470,battle_227322,Battle of Issus,kept,,wikitext,true,false,false
471,battle_746024,Battle of the Granicus,kept,,wikitext,true,false,false
472,battle_20474118,Siege of Halicarnassus,kept,,wikitext,true,false,false
473,battle_21743789,Siege of Miletus,kept,,wikitext,true,false,false
474,battle_23751456,Balkan campaign of Alexander the Great,kept,,wikitext,true,false,false
475,battle_32396428,Battle of Thebes,kept,,wikitext,true,false,false
476,battle_76309226,Gupta–Saka Wars,kept,,wikitext,true,false,false
477,battle_32369190,Siege of Pelium,kept,,wikitext,true,false,false
478,battle_335028,Wars of Alexander the Great,kept,,wikitext,true,false,false
479,battle_57224032,Perso-Roman wars of 337–361,repaired,,wikitext,true,false,false
480,battle_745994,Battle of Chaeronea (338 BC),kept,,wikitext,true,false,false
481,battle_80202681,Battle of Jicheng (338),kept,,wikitext,true,false,false
482,battle_62766690,Battle of Pedum (338 BC),kept,,wikitext,true,false,false
483,battle_2047162,Battle of the Crimissus,kept,,wikitext,true,false,false
484,battle_3154315,Battle of Trifanum,kept,,wikitext,true,false,false
485,battle_3580658,Latin War,kept,,wikitext,true,false,false
486,battle_1441381,Battle of Maling,kept,,wikitext,true,false,false
487,battle_2204613,Battle of Mount Gaurus,kept,,wikitext,true,false,false
488,battle_36300523,Battle of Saticula,kept,,wikitext,true,false,false
489,battle_9125361,Battle of Suessula,kept,,wikitext,true,false,false
490,battle_169161,Samnite Wars,repaired,,wikitext,true,false,false
491,battle_3167547,Battle of Singara (344),kept,,wikitext,true,false,false
492,battle_44994160,Siege of Syracuse (343 BC),kept,,wikitext,true,false,false
493,battle_5687806,Foreign War,kept,,wikitext,true,false,false
494,battle_22881682,Battle of Xiangguo (350–351),kept,,wikitext,true,false,false
495,battle_1968575,Principles of war,removed_false_positive,known_false_positive|generic_category_signal,wikitext,false,false,true
496,battle_24220548,Roman civil war of 350–353,kept,,wikitext,true,false,false
497,battle_68795549,Siege of Nisibis (350),kept,,wikitext,true,false,false
498,battle_6025104,United Nations Disengagement Observer Force,removed_false_positive,known_false_positive|generic_category_signal,wikitext,false,false,true
499,battle_3134076,Battle of Mursa Major,kept,,wikitext,true,false,false
500,battle_22985013,Battle of Liantai,kept,,wikitext,true,false,false
501,battle_2636663,Battle of Crocus Field,kept,,wikitext,true,false,false
502,battle_3154284,Battle of Mons Seleucus,kept,,wikitext,true,false,false
503,battle_1441348,Battle of Guiling,kept,,wikitext,true,false,false
504,battle_22985167,Huan Wen's Northern Expeditions,kept,,wikitext,true,false,false
505,battle_9125598,Battle of Brumath,kept,,wikitext,true,false,false
506,battle_3163231,Battle of Durocortorum,kept,,wikitext,true,false,false
507,battle_14220546,Battle of Embata,kept,,wikitext,true,false,false
508,battle_9125529,Siege of Autun (356),kept,,wikitext,true,false,false
509,battle_9125639,Siege of Senonae,kept,,wikitext,true,false,false
510,battle_9790851,Third Sacred War,kept,,wikitext,true,false,false
511,battle_3347837,Battle of Strasbourg,kept,,wikitext,true,false,false
512,battle_4777041,Social War (357–355 BC),kept,,wikitext,true,false,false
513,battle_41417630,Battle of Erigon Valley,kept,,wikitext,true,false,false
514,battle_62629526,Battle of Pedum (358 BC),kept,,wikitext,true,false,false
515,battle_24202898,Expansion of Macedonia under Philip II,kept,,wikitext,true,false,false
516,battle_3126380,Siege of Amida (359),kept,,wikitext,true,false,false
517,battle_60053469,Constantius II's siege of Bezabde,kept,,wikitext,true,false,false
518,battle_60053224,Shapur II's siege of Bezabde,kept,,wikitext,true,false,false
519,battle_58904084,Siege of Singara (360),kept,,wikitext,true,false,false
520,battle_53604384,Siege of Theodosia (c. 360 BC),kept,,wikitext,true,false,false
521,battle_62799340,Battle of the Anio River (361 BC),kept,,wikitext,true,false,false
522,battle_745984,Battle of Mantinea (362 BC),kept,,wikitext,true,false,false
523,battle_79141503,Armeno-Sasanian War of 363–371,kept,,wikitext,true,false,false
524,battle_3448147,Battle of Ctesiphon (363),kept,,wikitext,true,false,false
525,battle_55081560,Battle of Maranga,kept,,wikitext,true,false,false
526,battle_6036975,Battle of Samarra (363),kept,,wikitext,true,false,false
527,battle_37498649,Julian's Persian expedition,repaired,,wikitext,true,false,false
528,battle_55076613,Siege of Maiozamalcha,kept,,wikitext,true,false,false
529,battle_9292868,Siege of Pirisabora,kept,,wikitext,true,false,false
530,battle_745978,Battle of Cynoscephalae (364 BC),kept,,wikitext,true,false,false
531,battle_11883158,Silla–Goguryeo and Paekche–Kaya–Wa War,kept,,wikitext,true,false,false
532,battle_53599003,Siege of Theodosia (c. 365 BC),kept,,wikitext,true,false,false
533,battle_2905426,Battle of Thyatira,kept,,wikitext,true,false,false
534,battle_3134038,Battle of Solicinium,kept,,wikitext,true,false,false
535,battle_80147131,Battle of Fangtou,kept,,wikitext,true,false,false
536,battle_58333523,Battle of Noviodunum,kept,,wikitext,true,false,false
537,battle_80140575,Conquest of Former Yan by Former Qin,kept,,wikitext,true,false,false
538,battle_35313108,Battle of Bagavan,kept,,wikitext,true,false,false
539,battle_82505,Battle of Leuctra,repaired,,wikitext,true,false,false
540,battle_68910132,Battle of Pelusium (373 BC),kept,,wikitext,true,false,false
541,battle_3163142,Battle of the Tanais River,kept,,wikitext,true,false,false
542,battle_3692678,Battle of Tegyra,kept,,wikitext,true,false,false
543,battle_59652977,Battle of Cronium,kept,,wikitext,true,false,false
544,battle_40210439,Battle of Marcianople,kept,,wikitext,true,false,false
545,battle_745969,Battle of Naxos,kept,,wikitext,true,false,false
546,battle_4370435,Gothic War (376–382),kept,,wikitext,true,false,false
547,battle_56223561,Battle of Dibaltum,kept,,wikitext,true,false,false
548,battle_3133956,Battle of the Willows,kept,,wikitext,true,false,false
549,battle_57015,Battle of Adrianople,kept,,wikitext,true,false,false
550,battle_2905377,Battle of Argentovaria,kept,,wikitext,true,false,false
551,battle_40210437,Battle of Constantinople (378),kept,,wikitext,true,false,false
552,battle_40219703,Siege of Adrianople (378),kept,,wikitext,true,false,false
553,battle_43968120,Theban–Spartan War,kept,,wikitext,true,false,false
554,battle_22302712,Battle of Cabala,kept,,wikitext,true,false,false
555,battle_53825702,Battle of Labrytae,repaired,,wikitext,true,false,false
556,battle_17854166,Battle of Thessalonica (380),kept,,wikitext,true,false,false
557,battle_76091944,First Olynthian War,kept,,wikitext,true,false,false
558,battle_251746,Battle of Fei River,kept,,wikitext,true,false,false
559,battle_41411193,Battle of Pharos,kept,,wikitext,true,false,false
560,battle_34173457,Cadusian campaign of Artaxerxes II,kept,,wikitext,true,false,false
561,battle_59772597,Siege of Mantinea,kept,,wikitext,true,false,false
562,battle_867792,Battle of the Allia,kept,,wikitext,true,false,false
563,battle_3171761,Siege of Rhegium,kept,,wikitext,true,false,false
564,battle_3129026,Battle of Poetovio,kept,,wikitext,true,false,false
565,battle_3175710,Battle of the Elleporus,kept,,wikitext,true,false,false
566,battle_53598816,Siege of Theodosia (389 BC),kept,,wikitext,true,false,false
567,battle_4577840,Battle of Lechaeum,kept,,wikitext,true,false,false
568,battle_24321489,Battle of Chrysas,kept,,wikitext,true,false,false
569,battle_24309074,Battle of Abacaenum,kept,,wikitext,true,false,false
570,battle_745964,Battle of Cnidus,kept,,wikitext,true,false,false
571,battle_745963,Battle of Coronea (394 BC),kept,,wikitext,true,false,false
572,battle_2221853,Battle of the Frigidus,kept,,wikitext,true,false,false
573,battle_24407340,Siege of Tauromenium (394 BC),kept,,wikitext,true,false,false
574,battle_17077094,Battle of Canhe Slope,kept,,wikitext,true,false,false
575,battle_3109013,Battle of Haliartus,kept,,wikitext,true,false,false
576,battle_79360389,Battle of Sardis (395 BC),kept,,wikitext,true,false,false
577,battle_745960,Corinthian War,kept,,wikitext,true,false,false
578,battle_72115316,Hunnic raid of 395,kept,,wikitext,true,false,false
579,battle_2058436,Battle of Veii,kept,,wikitext,true,false,false
580,battle_43179791,Stilicho's Pictish War,kept,,wikitext,true,false,false
581,battle_80167800,Battle of Baisi,kept,,wikitext,true,false,false
582,battle_16454629,Battle of Catana (397 BC),kept,,wikitext,true,false,false
583,battle_16163757,Battle of Messene,kept,,wikitext,true,false,false
584,battle_3239144,Siege of Syracuse (397 BC),kept,,wikitext,true,false,false
585,battle_16161724,Siege of Motya,kept,,wikitext,true,false,false
586,battle_25200791,Siege of Segesta (397 BC),kept,,wikitext,true,false,false
587,battle_80185371,Yao Shuode's Western Expeditions,kept,,wikitext,true,false,false
588,battle_93530,Battle of Cunaxa,kept,,wikitext,true,false,false
589,battle_60431558,Gothic War (401–403),kept,,wikitext,true,false,false
590,battle_3161768,Battle of Pollentia,kept,,wikitext,true,false,false
591,battle_3110643,Battle of Verona (402),kept,,wikitext,true,false,false
592,battle_35847305,Siege of Asti (402),kept,,wikitext,true,false,false
593,battle_4133806,Battle of Piraeus,kept,,wikitext,true,false,false
594,battle_4124280,Battle of Munychia,kept,,wikitext,true,false,false
595,battle_4100252,Battle of Phyle,kept,,wikitext,true,false,false
