battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,removal_reason,validation_status
battle_71303941,Historiography of the Eighty Years' War,Historiography of the Eighty Years' War,Historiography of the Eighty Years' War,https://en.wikipedia.org/wiki/Historiography_of_the_Eighty_Years%27_War,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,76548,All Wikipedia articles written in British English | All articles with unsourced statements | Articles containing Dutch-language text | Articles containing French-language text | Articles containing German-language text | Articles containing Italian-language text | Articles containing Spanish-language text | Articles with short description | Articles with unsourced statements from June 2023 | Black legend | CS1 Dutch-language sources (nl) | CS1 French-language sources (fr) | CS1 errors: periodical ignored | Eighty Years' War | Historiography by war or conflict | Historiography of Belgium | Historiography of France | Historiography of Spain | Historiography of the Netherlands | Pages using multiple image with auto scaled images | Pages with broken reference names | Pages with reference errors | Short description is different from Wikidata | Use British English from July 2022 | Use dmy dates from July 2022 | Webarchive template wayback links,Category:Historiography by war or conflict,Category:Historiography by war or conflict,Lists of battles,category_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_68414140,Ife-Modakeke conflict,Ife-Modakeke conflict,Ife-Modakeke conflict,https://en.wikipedia.org/wiki/Ife-Modakeke_conflict,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,2511,All articles needing additional references | Articles needing additional references from January 2025 | Conflicts in Nigeria | Ethnic conflicts | Osun State,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_72167234,Impact of the War in Afghanistan (2001–2021),Impact of the War in Afghanistan,Impact of the War in Afghanistan (2001–2021),https://en.wikipedia.org/wiki/Impact_of_the_War_in_Afghanistan_(2001%E2%80%932021),,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,11529,All articles containing potentially dated statements | Articles containing potentially dated statements from November 2021 | Articles with excerpts | Articles with short description | CS1 maint: multiple names: authors list | Impacts of the War in Afghanistan (2001–2021) | Impacts of wars | Short description with empty Wikidata description | War in Afghanistan (2001–2021) casualties | Webarchive template wayback links,Category:Impacts of wars,Category:Impacts of wars,Lists of battles,category_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_3238121,Industrial warfare,Industrial warfare,Industrial warfare,https://en.wikipedia.org/wiki/Industrial_warfare,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,28378,19th-century military history | All articles needing additional references | All articles with unsourced statements | Articles needing additional references from August 2008 | Articles with short description | Articles with unsourced statements from August 2012 | Economic warfare | Military economics | Short description is different from Wikidata | Warfare of the late modern period | Webarchive template wayback links,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_144589,Information warfare,Information warfare,Information warfare,https://en.wikipedia.org/wiki/Information_warfare,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | campaign signals | war/conflict title | war/conflict categories,battle categories | campaign signals | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,16401,21st-century conflicts | All articles with dead external links | Articles with dead external links from January 2020 | Articles with dead external links from September 2025 | Articles with excerpts | Articles with permanently dead external links | Articles with short description | CS1 Polish-language sources (pl) | CS1 maint: deprecated archival service | Commons category link from Wikidata | Cyberwarfare | Disinformation | Information operations and warfare | Propaganda in the United States | Propaganda techniques using information | Psychological warfare techniques | Short description is different from Wikidata | Webarchive template wayback links | Wikipedia external links cleanup from September 2022,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_12220789,Interfront,Interfront,Interfront,https://en.wikipedia.org/wiki/Interfront,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,False,1452,All accuracy disputes | All articles lacking sources | All stub articles | Articles lacking sources from January 2016 | Articles with disputed statements from January 2025 | Articles with short description | Dissolution of the Soviet Union | Organizations of the Revolutions of 1989 | Political movements in the Soviet Union | Political organizations based in the Soviet Union | Political party alliances in the Soviet Union | Short description matches Wikidata | Soviet Union stubs,List of wars: 1945–1989 | List of wars: 1990–2002,List of wars: 1945–1989 | List of wars: 1990–2002,Lists of battles,war_conflict_based,0.0,recovery_mode=fallback_wikitext,generic_category_signal|no_event_specific_fields,removed_false_positive
battle_41545529,International reaction to the South Sudanese Civil War,International reaction to the South Sudanese Civil War,International reaction to the South Sudanese Civil War,https://en.wikipedia.org/wiki/International_reaction_to_the_South_Sudanese_Civil_War,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,19093,2013 in South Sudan | 2014 in South Sudan | Articles with short description | CS1 errors: generic name | International reactions to armed conflicts | Short description with empty Wikidata description | South Sudanese Civil War,Category:International reactions to armed conflicts,Category:International reactions to armed conflicts,Lists of battles,category_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_16586757,Irregular warfare,Irregular warfare,Irregular warfare,https://en.wikipedia.org/wiki/Irregular_warfare,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,7464,All articles lacking reliable references | All articles with dead external links | All articles with vague or ambiguous time | All pages needing cleanup | Articles lacking reliable references from October 2023 | Articles needing cleanup from October 2023 | Articles with dead external links from February 2023 | Articles with permanently dead external links | Articles with sections that need to be turned into prose from October 2023 | Articles with short description | CS1 errors: ISBN date | Guerrilla warfare tactics | Military doctrines | Military science | Military strategy | Short description matches Wikidata | Vague or ambiguous time from August 2015 | Warfare by type | Webarchive template wayback links,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,generic_category_signal|no_event_specific_fields,removed_false_positive
battle_173505,Just war theory,Just war theory,Just war theory,https://en.wikipedia.org/wiki/Just_war_theory,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,39248,Articles containing Latin-language text | Articles with Internet Encyclopedia of Philosophy links | Articles with ibid from March 2026 | Articles with short description | CS1: unfit URL | CS1 errors: ISBN date | CS1 errors: periodical ignored | CS1 uses Russian-language script (ru) | Catholic social teaching | Catholic theology and doctrine | Christianity and violence | Just war theory | Military ethics | Short description matches Wikidata | Thomas Aquinas | Use dmy dates from February 2025 | Webarchive template wayback links | Wikipedia further reading cleanup | Wikipedia spam cleanup from April 2024,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,generic_category_signal|no_event_specific_fields,removed_false_positive
battle_12596854,Kraków Uprising (1944),Kraków Uprising,Kraków Uprising (1944),https://en.wikipedia.org/wiki/Krak%C3%B3w_Uprising_(1944),,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,uprising,False,5231,1944 in Poland | All articles lacking in-text citations | Articles lacking in-text citations from April 2022 | Articles with short description | Battles of Operation Tempest | General Government | Kraków in World War II | Military operations involving the Home Army | Short description is different from Wikidata | Webarchive template wayback links,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_539716,Landing craft,Landing craft,Landing craft,https://en.wikipedia.org/wiki/Landing_craft,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,land_battle,False,36852,All articles with unsourced statements | Articles containing German-language text | Articles with short description | Articles with unsourced statements from June 2014 | Articles with unsourced statements from May 2014 | Articles with unsourced statements from October 2025 | CS1: long volume value | CS1 Dutch-language sources (nl) | CS1 Russian-language sources (ru) | CS1 uses Russian-language script (ru) | Commons category link is on Wikidata | English inventions | Landing craft | Short description is different from Wikidata | Use dmy dates from January 2014 | Webarchive template wayback links | Wikipedia articles needing page number citations from June 2014,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_1225125,Limited war,Limited war,Limited war,https://en.wikipedia.org/wiki/Limited_war,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,4151,All articles needing additional references | Articles needing additional references from December 2009 | Articles with limited geographic scope from January 2012 | Articles with multiple maintenance issues | Articles with short description | Short description is different from Wikidata | United States-centric | Wars by type,Category:Wars by type | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Category:Wars by type | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | category_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_11846485,List of battles in Rajasthan,List of battles in Rajasthan,List of battles in Rajasthan,https://en.wikipedia.org/wiki/List_of_battles_in_Rajasthan,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,list-page signals | battle-like title | battle categories,list-page signals | battle-like title | battle categories | fallback wikitext extraction,land_battle,False,28943,All Wikipedia articles written in Indian English | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from May 2025 | Battles involving the Rajputs | CS1 errors: ISBN date | CS1 maint: location missing publisher | History of Rajasthan | Pages with broken anchors | Short description is different from Wikidata | Use Indian English from April 2019 | Use dmy dates from April 2017 | Webarchive template wayback links | Wikipedia articles needing page number citations from May 2018,List of battles 1601–1800,List of battles 1601–1800,Lists of battles,list_misc,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_1051632,List of battles of the Imperial Japanese Navy,List of battles of the Imperial Japanese Navy,List of battles of the Imperial Japanese Navy,https://en.wikipedia.org/wiki/List_of_battles_of_the_Imperial_Japanese_Navy,,,,,,0.0,,,,,,,,"Naval Battle of Hakodate , May 1869 (Imperial Navy victory over the remnants of the shōgun ' s Navy of the Republic of Ezo .) First Sino-Japanese War (1894–1895) Battle of Pungdo (First naval battle of the war) Battle of Yalu River (1894) (Major naval victory over China) Battle of Weihaiwei (Decisive Japanese victory in Land/Naval battle) Japanese Occupation of Korea 1895 Russo-Japanese War (1904–1905) Battle of Port Arthur (February 1904, tactically inconclusive) Battle of Chemulpo Bay (February 1904, Japanese victory over small Russian squadron off present day Inchon) Battle of the Yellow Sea (August 1904, tactically inconclusive, Japanese strategic victory) Battle off Ulsan (August 1904, minor Japanese victory) Battle of Korsakov (August 1904, minor Japanese victory) Battle of Tsushima (May 1905, major Japanese naval victory over Russia) World War I (1914–1918) Battle of Tsingtao .",Victory,decisive_victory,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,list-page signals | battle-like title | battle categories,list-page signals | battle-like title | battle categories,naval_battle,False,7550,Articles_with_short_description | Short_description_is_different_from_Wikidata | Imperial_Japanese_Navy | Lists_of_naval_battles | Japan_in_World_War_II-related_lists | Japanese_naval-related_lists,List of Japanese battles,List of Japanese battles,Lists of battles,list_misc,0.2,,no_event_specific_fields,removed_false_positive
battle_5603593,List of battles of the Italian Wars,List of battles of the Italian Wars,List of battles of the Italian Wars,https://en.wikipedia.org/wiki/List_of_battles_of_the_Italian_Wars,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,list-page signals | battle-like title | battle categories | war/conflict title | war/conflict categories,list-page signals | battle-like title | battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,land_battle,False,16398,All articles with unsourced statements | Articles with short description | Articles with unsourced statements from January 2014 | Battles of the Italian Wars | Commons category link from Wikidata | Lists of battles by war | Short description is different from Wikidata | Use mdy dates from April 2012,List of battles 1301–1600 | List of battles by geographic location,List of battles 1301–1600 | List of battles by geographic location,Lists of battles,list_misc,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_519601,List of theaters and campaigns of World War II,List of theaters and campaigns of World War II,List of theaters and campaigns of World War II,https://en.wikipedia.org/wiki/List_of_theaters_and_campaigns_of_World_War_II,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,list-page signals | battle-like title | battle categories | campaign signals | war/conflict title,list-page signals | battle-like title | battle categories | campaign signals | war/conflict title | fallback wikitext extraction,campaign_like_engagement,False,5019,Articles with short description | Battles and operations of World War II | Campaigns by war | Campaigns of World War II | Military operations of World War II | Short description is different from Wikidata | Theaters of World War II | World War II-related lists,List of World War II battles,List of World War II battles,Lists of battles,war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_408473,List of wars between Russia and Sweden,List of wars between Russia and Sweden,List of wars between Russia and Sweden,https://en.wikipedia.org/wiki/List_of_wars_between_Russia_and_Sweden,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,list-page signals | battle categories | war/conflict title | war/conflict categories,list-page signals | battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,787,Articles with short description | CS1 Hungarian-language sources (hu) | CS1 Russian-language sources (ru) | CS1 Swedish-language sources (sv) | CS1 interwiki-linked names | CS1 maint: publisher location | CS1 uses Russian-language script (ru) | Lists of military conflicts | Lists of wars by country involved | Pages displaying short descriptions of redirect targets via Module:Annotated link | Russia history-related lists | Russian and Soviet military-related lists | Russia–Sweden military relations | Short description is different from Wikidata | Sweden history-related lists | Swedish military-related lists | Use dmy dates from July 2025 | Wars involving Sweden | Wars involving the Russian Empire | Wars involving the Tsardom of Russia | Wikipedia articles needing page number citations from June 2021,List of battles by geographic location,List of battles by geographic location,Lists of battles,list_misc,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_21915258,Local operational picture,Local operational picture,Local operational picture,https://en.wikipedia.org/wiki/Local_operational_picture,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.5,battle-like title | campaign signals,battle-like title | campaign signals,operation,False,2039,CS1_maint:_deprecated_archival_service | Articles_with_short_description | Short_description_matches_Wikidata | Command_and_control | Military_technology | Military_terminology | Military_operations | Military_theory | All_stub_articles | Military_stubs,Category:Military operations,Category:Military operations,Lists of battles,category_based,0.0,,no_event_specific_fields,removed_false_positive
battle_322148,Man-of-war,Man-of-war,Man-of-war,https://en.wikipedia.org/wiki/Man-of-war,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories | fallback wikitext extraction,naval_battle,False,2210,Age of Sail naval ships | All articles with unsourced statements | Articles with short description | Articles with unsourced statements from July 2021 | Naval history | Naval sailing ship types | Short description is different from Wikidata | Use dmy dates from August 2021 | Warships,List of battles 1601–1800,List of battles 1601–1800,Lists of battles,list_misc,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_76572180,Mandatory war,Mandatory war,Mandatory war,https://en.wikipedia.org/wiki/Mandatory_war,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,9778,Articles containing Hebrew-language text | Articles with short description | CS1: abbreviated year range | CS1: long volume value | CS1 Hebrew-language sources (he) | CS1 maint: location missing publisher | Conflicts | Jewish law | Jewish law and rituals | Judaism and warfare | Law of war | Military ethics | Rabbinic Judaism | Religious law | Short description is different from Wikidata | Talmud concepts and terminology,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_1182320,Mass operations of the NKVD,Mass operations of the NKVD,Mass operations of the NKVD,https://en.wikipedia.org/wiki/Mass_operations_of_the_NKVD,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.5,battle-like title | campaign signals,battle-like title | campaign signals | fallback wikitext extraction,operation,False,3692,All articles needing additional references | Articles needing additional references from June 2025 | Articles needing translation from Russian Wikipedia | Articles with Russian-language sources (ru) | Articles with short description | CS1 Finnish-language sources (fi) | CS1 German-language sources (de) | CS1 Russian-language sources (ru) | CS1 Simplified Chinese-language sources (zh-hans) | CS1 interwiki-linked names | Deportation | Great Purge | Massacres of ethnic groups | Module:Interwiki extra: additional interwiki links | NKVD | NKVD operations | Political and cultural purges | Political repression in the Soviet Union | Short description matches Wikidata,Category:Massacres of ethnic groups,Category:Massacres of ethnic groups,Lists of battles,category_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_2093104,Military Families Against the War,Military Families Against the War,Military Families Against the War,https://en.wikipedia.org/wiki/Military_Families_Against_the_War,,,,,,0.0,,,,,,,,"Military Families Against the War ( MFAW ) is an organisation of families of servicemen in the United Kingdom created to campaign for British troops to be withdrawn from Iraq, during the Iraq War .",Unknown,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories,war/conflict title | war/conflict categories,war_conflict,False,1139,All_stub_articles | United_Kingdom_politics_stubs | Opposition_to_the_Iraq_War | Criticisms_of_wars | Anti-war_protests,Category:Criticisms of wars,Category:Criticisms of wars,Lists of battles,category_based,0.2,,no_event_specific_fields,removed_false_positive
battle_1787172,Military campaign,Military campaign,Military campaign,https://en.wikipedia.org/wiki/Military_campaign,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,campaign_like_engagement,False,5849,All articles needing additional references | All articles with unsourced statements | Articles needing additional references from January 2026 | Articles needing additional references from November 2007 | Articles with short description | Articles with unsourced statements from August 2025 | CS1 Dutch-language sources (nl) | Military campaigns | Military operations by type | Short description is different from Wikidata,Category:Military operations by type | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Category:Military operations by type | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | category_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_666301,Military operation,Military operation,Military operation,https://en.wikipedia.org/wiki/Military_operation,,,,,,0.0,,,,,,,,Part of a series on War ( outline ) History Prehistoric Ancient Thermal Gunpowder Timeline Post-classical Castles Early modern Military revolution Pike and shot Napoleonic warfare Late modern Industrial warfare Fourth-gen warfare AI warfare Military Organization Command and control Defense ministry Reserves Ranks Branches: Army Navy Air force Marines Coast guard Border guard Special forces Cyber force Space force Specialties: Staff Engineers Intel Recon Medical Police Diving Pilot Land units: Infantry Armor Cavalry Artillery Special forces Signal corps Naval units: Warships Submarines Aircraft carriers Landing craft Auxiliary ships Air units: Fighters Bombers Command Close air support Electronic-warfare Reconnaissance Combat systems: Fire-control system Fire-control radar Director (military) Combat information center Sonar Radar Historical: Ship gun fire-control Gun data computer Torpedo data computer Development: Basic training Military maneuvers Combat training Battlespace Aerospace Aerial Airborne Space Land Cold-region Desert Fortification Jungle Mountain Urban Subterranean Tunnel Sea Amphibious Blue Brown Green Surface Underwater Seabed Cyber Information Night Weapons Air defense Armor Artillery Barrage Biological Camouflage Cavalry Horses Air cavalry Chemical Combined arms Conventional Cyber Denial Disinformation Drone / Robot Electromagnetic Firearms Infantry Loitering Missile Music Nuclear Psychological Radiological Submarine Unconventional Tactics List of military tactics Aerial Airlift Air assault Airbridge Airdrop Anti-aircraft Anti-sub Anti-tank Battle Cavalry Charge CQC Counterattack Counterinsurgency Convoy Defeat in detail Foxhole Drone Envelopment Formation Guerrilla Naval Shock Rapid domi,Defeat,defeat,,,,,,,,,,,,,,,,,,,,,operation_article,0.5,battle-like title | campaign signals,battle-like title | campaign signals,operation,False,8752,Articles_with_short_description | Short_description_is_different_from_Wikidata | Military_operations,Category:Military operations | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Category:Military operations | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | category_based | war_conflict_based,0.2,,no_event_specific_fields,removed_false_positive
battle_11499327,Military operation plan,Military operation plan,Military operation plan,https://en.wikipedia.org/wiki/Military_operation_plan,,,,,,0.0,,,,,,,,"A military operation plan (commonly called a war plan before World War II) is a formal plan for military armed forces, their military organizations and units to conduct operations, as drawn up by commanders within the combat operations process in achieving objectives before or during a conflict.",Unknown,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,operation,False,3290,Articles with short description | CS1 maint: bot: original URL status unknown | Command and control | Military operations | Military plans | Short description matches Wikidata | Webarchive template wayback links,Category:Military operations | Outline of war,Category:Military operations | Outline of war,Lists of battles,category_based | war_conflict_based,0.2,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_1070960,Mithridatic Wars,Mithridatic Wars,Mithridatic Wars,https://en.wikipedia.org/wiki/Mithridatic_Wars,,,,,,0.0,,,,,,,,The two and a half decade effort had drawn Rome much more deeply into the eastern Mediterranean and committed it to a lasting presence.,Unknown,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,26442,1st century BC in the Roman Republic | 60s BC conflicts | 70s BC conflicts | 80s BC conflicts | Articles containing Ancient Greek (to 1453)-language text | Articles containing Latin-language text | Articles with short description | Battles involving the Kingdom of Pontus | CS1 maint: untitled periodical | Commons category link from Wikidata | Mithridates VI Eupator | Mithridatic Wars | Short description is different from Wikidata | Wars involving the Roman Republic,List of battles by casualties | List of battles by geographic location | List of conflicts in Asia | List of conflicts in the Near East | List of wars: before 1000,List of battles by casualties | List of battles by geographic location | List of conflicts in Asia | List of conflicts in the Near East | List of wars: before 1000,Lists of battles,list_misc | period_based | war_conflict_based,0.2,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_7992161,Muscovite–Lithuanian Wars,Muscovite–Lithuanian Wars,Muscovite–Lithuanian Wars,https://en.wikipedia.org/wiki/Muscovite%E2%80%93Lithuanian_Wars,,,,,,0.0,,,,,,,,"After several defeats at the hands of Ivan III and Vasily III, the Lithuanians were increasingly reliant on Polish aid, which eventually became an important factor in the creation of the Polish–Lithuanian Commonwealth.",Unknown,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,False,20837,15th-century military history of Russia | 15th century in Lithuania | 15th century in the Grand Principality of Moscow | 16th-century conflicts | 16th-century military history of Russia | 16th century in Lithuania | 16th century in the Grand Principality of Moscow | All articles with unsourced statements | Articles containing Polish-language text | Articles containing Russian-language text | Articles with Lithuanian-language sources (lt) | Articles with hatnote templates targeting a nonexistent page | Articles with short description | Articles with unsourced statements from August 2021 | CS1 Lithuanian-language sources (lt) | CS1 errors: ISBN date | Muscovite–Lithuanian Wars | Principality of Tver | Short description is different from Wikidata | Warfare of the early modern period | Wars involving the Grand Duchy of Lithuania | Wars involving the Grand Principality of Moscow | Wars of the Middle Ages | Wikipedia articles needing page number citations from September 2025,List of wars: 1500–1799,List of wars: 1500–1799,Lists of battles,war_conflict_based,0.2,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_34363077,"Naval campaigns, operations and battles of the French Revolutionary Wars","Naval campaigns, operations and battles of the French Revolutionary Wars","Naval campaigns, operations and battles of the French Revolutionary Wars","https://en.wikipedia.org/wiki/Naval_campaigns,_operations_and_battles_of_the_French_Revolutionary_Wars",,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.83,list-page signals | battle-like title | battle categories | campaign signals | war/conflict title | war/conflict categories,list-page signals | battle-like title | battle categories | campaign signals | war/conflict title | war/conflict categories | fallback wikitext extraction,naval_battle,False,261,All articles lacking sources | Articles lacking sources from October 2025 | Lists of the French Revolutionary and Napoleonic Wars | Naval battles of the French Revolutionary Wars,Lists of battles of the French Revolutionary Wars and Napoleonic Wars,Lists of battles of the French Revolutionary Wars and Napoleonic Wars,Lists of battles,war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
battle_201948,Naval warfare,Naval warfare,Naval warfare,https://en.wikipedia.org/wiki/Naval_warfare,,,,,,0.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,naval_battle,False,56557,All articles needing additional references | All articles with unsourced statements | Articles needing additional references from June 2025 | Articles with short description | Articles with unsourced statements from January 2023 | Articles with unsourced statements from July 2024 | CS1: long volume value | CS1 errors: missing periodical | CS1 maint: archived copy as title | Naval history | Naval warfare | Short description is different from Wikidata | Wikipedia articles needing page number citations from February 2022,List of naval battles | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of naval battles | List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.0,recovery_mode=fallback_wikitext,no_event_specific_fields,removed_false_positive
