battle_id,wikipedia_title,status
battle_35740854,Battle of the River Dee,processed
battle_54882814,Siege of Siwana,processed
battle_58069614,Siege of Almería (1309),processed
battle_3187970,Battle of Halmyros,processed
battle_52930552,Battle of Amorgos (1312),processed
battle_22186908,Battle of Gallipoli (1312),processed
battle_69328618,Battle of Ganuvara,processed
battle_22741450,Capture of Roxburgh (1314),processed
battle_22269490,Battle of Connor,processed
battle_22802144,Battle of Kells,processed
battle_35535940,Battle of Moiry Pass,processed
battle_23120260,Siege of Carlisle (1315),processed
battle_43484053,Battle of Picotin,processed
battle_18555380,Battle of Skerries,processed
battle_8986955,Siege of Bursa,processed
battle_726308,Battle of Dysert O'Dea,processed
battle_3190468,Battle of Faughart,processed
battle_189908,Edward Bruce,processed
battle_22269413,Siege of Berwick (1318),processed
battle_63484717,Battle of Lahrawat,processed
battle_40095814,Battle of Medininkai,processed
battle_63346455,Battle of Saraswati,processed
battle_29169507,Despenser War,processed
battle_71175367,Siege of Mirandola (1321),processed
battle_263518,Battle of Boroughbridge,processed
battle_40266445,Battle of Memel (1323),processed
battle_47032918,Siege of Villa di Chiesa,processed
battle_47030237,Battle of Lucocisterna,processed
battle_53577931,Battle of Varey,processed
battle_69519056,Siege of Béjaïa (1326–1329),processed
battle_69518461,Battle of Temzezdekt,processed
battle_26964106,Weardale campaign,processed
battle_8562767,Siege of Nicaea (1328–1331),processed
battle_3242205,Battle of Ardnocher,processed
battle_40058643,Siege of Medvėgalis,processed
battle_18512955,Battle of Drumlui,processed
battle_1977198,Battle of Posada,processed
battle_77802140,Catalan–Genoese War,processed
battle_50293379,Battle of Pyzdry (1331),processed
battle_779990,Battle of Płowce,processed
battle_248973,Kenmu Restoration,processed
battle_46325925,Serbian civil war of 1331,processed
battle_11803234,Battle of Annan,processed
battle_26694798,Second War of Scottish Independence,processed
battle_240000,Battle of Halidon Hill,processed
battle_1463831,Burke Civil War,processed
battle_58008339,Siege of Berwick (1333),processed
battle_53025543,Battle of Adramyttion (1334),processed
battle_39953658,Battle of Villanueva de Barcarrota,processed
battle_3239482,Battle of Cadzand,processed
battle_8562835,Siege of Nicomedia,processed
battle_59710732,Siege of Cambrai (1339),processed
battle_61020015,Thiérache campaign,processed
battle_61041787,Tournaisis campaign of 1340,processed
battle_35949560,Battle of Estepona,processed
battle_65388330,Battle of Kannanur,processed
battle_4812615,Battle of Morlaix,processed
battle_37656542,Battle of Zava,processed
battle_1857055,Saint George's Night Uprising,processed
battle_52979930,Battle of Pallene,processed
battle_12795628,Battle of Peritheorion,processed
battle_6155661,Battle of Staveren,processed
battle_3192524,Battle of Blanchetaque,processed
battle_8234290,Battle of Caen (1346),processed
battle_58916,Battle of Crécy,processed
battle_59008001,Crécy campaign,processed
battle_58834262,Siege of Aiguillon,processed
battle_1396819,Siege of Calais (1346–1347),processed
battle_64532634,Battle of Imbros (1347),processed
battle_12280050,Battle of Llucmajor,processed
battle_37245976,Battle of Calais,processed
battle_1867077,Battle of Winchelsea,processed
battle_3222590,Battle of Ardres,processed
battle_32964156,Byzantine civil war of 1352–1357,processed
battle_8470872,Battle of Yawata,processed
battle_64343008,Sieges of Berwick (1355 and 1356),processed
battle_4503,Battle of Poitiers,processed
battle_24762271,Ispah rebellion,processed
battle_53001686,Battle of Megara (1359),processed
battle_3199531,Battle of Visby,processed
battle_78743102,Siege of Kangra Fort,processed
battle_39973122,Battle of Guadix,processed
battle_75639184,Battle of Cairo (1367),processed
battle_79701732,Battle of Tripoli (1367),processed
battle_77618277,Mamluk raid on Cyprus (1368),processed
battle_41119472,Siege of León (1368),processed
battle_59931767,Timurid conquests and invasions,processed
battle_27812770,Battle of Duns,processed
battle_3190402,Battle of La Rochelle,processed
battle_3202638,Battle of Chiset,processed
battle_23620002,Byzantine civil war of 1373–1379,processed
battle_33736361,Siege of Venlo (1373),processed
battle_67681379,Władysław the White's Rebellion,processed
battle_2407039,War of the Eight Saints,processed
battle_25657814,Battle on Pyana River,processed
battle_76211445,Battle of Melrose (1378),processed
battle_71250999,Sohagpur massacre,processed
battle_61837710,Wu Mian rebellion,processed
battle_65684077,Battle of the Kalka River (1381),processed
battle_14515536,Siege of Moscow (1382),processed
battle_79701876,Battle of Beirut (1383),processed
battle_32498611,Battle of Leça,processed
battle_3216335,Battle of Tochar Cruachain-Bri-Ele,processed
battle_18513015,Battle of Invernahavon,processed
battle_54198364,Ming–Mong Mao War (1386–1388),processed
battle_47850993,Siege of Tbilisi (1386),processed
battle_4701198,Tokhtamysh–Timur war,processed
battle_47769686,Siege of Isfahan (1387),processed
battle_43789822,War of the Cities (1387–1389),processed
battle_1968960,Battle of Otterburn,processed
battle_63644307,Jaunpur–Bhojpur War,processed
battle_11872663,Fall of Philadelphia,processed
battle_55517740,Battle of Kırkdilim,processed
battle_3216421,Battle of Ros-Mhic-Thriúin,processed
battle_9231062,Battle of the Terek River,processed
battle_15135974,Kingdom of Marwar,processed
battle_10617683,Battle of the North Inch,processed
battle_54216561,Dao Ganmeng rebellion,processed
battle_61837799,Lin Kuan rebellion,processed
battle_75028894,Sack of Delhi (1398),processed
battle_3239443,Battle of Tragh-Bhaile,processed
battle_63388528,Battle of Fulhope Law,processed
battle_46347965,Siege of Damascus (1400),processed
battle_11229560,Battle of Mynydd Hyddgen,processed
battle_26930112,Battle of Tuthill,processed
battle_77658530,Siege of Baghdad (1401),processed
battle_349872,Battle of Ankara,processed
battle_2033463,Battle of Homildon Hill,processed
battle_1940920,Battle of Nesbit Moor (1402),processed
battle_53715183,Battle of Ulubad,processed
battle_50880442,Siege of Birtvisi (1403),processed
battle_56978094,Siege of Mercq,processed
battle_3292203,Battle of Cluain Immorrais,processed
battle_12629597,Battle of Tuiteam Tarbhach,processed
battle_8384466,Battle of Bramham Moor,processed
battle_47669134,Battle of Othée,processed
battle_12645452,Battle of Dingwall,processed
battle_32394019,Battle of Çamurlu,processed
battle_13824917,Battle of Yeavering,processed
battle_53289993,Battle of Gallipoli (1416),processed
battle_62081833,Siege of Caen (1417),processed
battle_28132950,Battle of La Rochelle (1419),processed
battle_50792009,Battle of Živohoště,processed
battle_68470619,Lê Ngã rebellion,processed
battle_3348834,Siege of Meaux,processed
battle_5478550,Golub War,processed
battle_864834,Battle of Cravant,processed
battle_3559521,Battle of Hořice,processed
battle_51320395,War of L'Aquila,processed
battle_78111457,Aragonese expedition to Tunisia of 1424,processed
battle_5960691,"John Stewart, Earl of Buchan",processed
battle_2637712,Battle of Brouwershaven,processed
battle_12665714,Battle of Harpsdale,processed
battle_31655048,Battle of the Echinades (1427),processed
battle_63689968,Siege of Montargis,processed
battle_50792006,Battle of Kratzau,processed
battle_3261476,Battle of Beaugency (1429),processed
battle_3256667,Battle of Jargeau,processed
battle_59856589,Battle of Mamsha,processed
battle_3260887,Battle of Meung-sur-Loire,processed
battle_35032433,Battle of Palm Sunday,processed
battle_45456225,Siege of Malta (1429),processed
battle_54422496,Battle of Ilava,processed
battle_23717846,Battle of Inverlochy (1431),processed
battle_50792005,Battle of Hiltersried,processed
battle_50792012,Siege of Plzeň (1433–1434),processed
battle_3558736,Battle of Gerberoy,processed
battle_50792014,Battle of Křeč,processed
battle_10852424,Battle of Piperdean,processed
battle_57124232,Siege of Saint-Denis (1435),processed
battle_6271027,Luchuan–Pingmian campaigns,processed
battle_38320204,Seventh siege of Gibraltar,processed
battle_50792007,Battle of Sellnitz,processed
battle_78075643,Swedish Civil War (1438–1439),processed
battle_105336,Battle of Grotniki,processed
battle_77132386,Siege of Älvsborg (1439),processed
battle_1058134,Old Zurich War,processed
battle_43446999,Siege of Novo Brdo (1440–1441),processed
battle_35023692,Battle of Craig Cailloch,processed
battle_63678444,Siege of Pontoise,processed
battle_7153963,Battle of St. Jakob an der Sihl,processed
battle_1068163,Battle of St. Jakob an der Birs,processed
battle_19380370,Battle of Torvioll,processed
battle_55514336,Siege of Rhodes (1444),processed
battle_21285768,Battle of Mokra (1445),processed
battle_23160566,Battle of Arbroath,processed
battle_22755271,Battle of Otonetë,processed
battle_12807247,Battle of Bosco Marengo,processed
battle_78777891,Battle of Hellín,processed
battle_23123263,Battle of Oranik (1448),processed
battle_23695715,Battle of Sark,processed
battle_78303977,Deng Maoqi rebellion,processed
battle_38460444,Siege of Herat (1448),processed
battle_33663942,Battle of Castione,processed
battle_7629681,First Margrave War,processed
battle_424296,Jack Cade's Rebellion,processed
battle_62112732,Siege of Caen (1450),processed
battle_38270113,Battle of Bazel,processed
battle_11448037,Battle of Bealach nam Broig,processed
battle_24520422,Battle of Brechin,processed
battle_75499547,First siege of Pontevico,processed
battle_48399028,Siege of Oudenaarde,processed
battle_1115591,Battle of Castillon,processed
battle_27003579,Battle of Polog,processed
battle_75499565,Second siege of Pontevico,processed
battle_11570775,Battle of Clachnaharry,processed
battle_22578503,Battle of Kruševac,processed
battle_23902316,Battle of Leskovac,processed
battle_234655,Flower war,processed
battle_41704361,Battle of Eylau (1455),processed
battle_30876909,First Battle of St Albans,processed
battle_34350652,Battle of Bornholm (1457),processed
battle_636026,Battle of Megiddo (15th century BC),processed
battle_3270023,Battle of Orbic,processed
battle_74836739,Battle of Užice (1458),processed
battle_577901,Rout of Ludford Bridge,processed
battle_41760487,Battle of Pruszcz Gdański,processed
battle_822207,Battle of Sandwich (1460),processed
battle_50234,Battle of Wakefield,processed
battle_48671451,Battle of the Sarno,processed
battle_22804830,Capture of Roxburgh (1460),processed
battle_69543210,Siege of Amasra,processed
battle_248802,Battle of Mortimer's Cross,processed
battle_15272003,Rebellion of Cao Qin,processed
battle_30876923,Second Battle of St Albans,processed
battle_38547115,Siege of Shahrukhiya,processed
battle_57996420,Battle of Piltown,processed
battle_38320620,Eighth siege of Gibraltar,processed
battle_3559741,Battle of Vistula Lagoon,processed
battle_74428309,Siege of Tangier (1463–1464),processed
battle_577469,Battle of Hedgeley Moor,processed
battle_248782,Battle of Hexham,processed
battle_31163273,Battle of Ohrid,processed
battle_12727322,Battle of Tannach,processed
battle_35591942,1465 Fez revolt,processed
battle_37376570,Ninth siege of Gibraltar,processed
battle_68616949,Yi Siae's Rebellion,processed
battle_72813260,Anfa expedition (1468),processed
battle_14076996,Anglo-Hanseatic War,processed
battle_575962,Battle of Edgcote,processed
battle_18679623,Battle of Corpach,processed
battle_582552,Battle of Losecoat Field,processed
battle_59869767,Chimor–Inca War,processed
battle_50072,Battle of Barnet,processed
battle_2895534,Battle of Shelon,processed
battle_4179046,Battle of the Maule,processed
battle_28846443,Conquest of Asilah,processed
battle_2585435,Battle on the Planta,processed
battle_2585452,Battle of Grandson,processed
battle_13052049,Battle of Champions,processed
battle_1312385,Battle of Giornico,processed
battle_29653746,Battle of Guinea,processed
battle_22074679,Battle of Sakainehara,processed
battle_77813526,1480 Sarai raid,processed
battle_59836042,Battle of Lagabraad,processed
battle_12735075,Battle of Tarbat,processed
battle_67713109,Livonian–Russian war of 1480–1481,processed
battle_4047748,Battle of Westbroek,processed
battle_32350923,Siege of Hainburg,processed
battle_43580068,Battle of Una,processed
battle_32272009,Battle of Leitzersdorf,processed
battle_23786681,Battle of Lochmaben Fair,processed
battle_18581860,Battle of Blar Na Pairce,processed
battle_16547491,Battle of Cătlăbuga,processed
battle_32314510,Siege of Retz,processed
battle_12736832,Battle of Aldy Charrish,processed
battle_40593650,Battle of Calliano (1487),processed
battle_12809978,Battle of Crevola,processed
battle_75591880,Battle of Kopystrzyń (1487),processed
battle_72813312,Chaouia expedition,processed
battle_47748206,Kaga Rebellion,processed
battle_38597472,Siege of Málaga (1487),processed
battle_77449020,Squire Francis War,processed
battle_25939966,Battle of Glendale (Skye),processed
battle_72873354,Targa expedition (1490),processed
battle_43162336,Battle of Vrpile,processed
battle_18583100,Raid on Ross,processed
battle_56648038,Battle of Anfao,processed
battle_2942787,Battle of Krbava Field,processed
battle_239982,Battle of Fornovo,processed
battle_69994193,Battle of Rapallo (1495),processed
battle_7762397,Battle of Seminara,processed
battle_11542808,Battle of Drumchatt (1497),processed
battle_6958046,Battle of Bruderholz,processed
battle_2398731,Battle of Dornach,processed
battle_3626393,Battle of Hard,processed
battle_48870647,Rebellion of the Alpujarras (1499–1501),processed
battle_1881278,Swabian War,processed
battle_91335,Battle of Hemmingstedt,processed
battle_507318,Battle of Modon (1500),processed
battle_59054085,Battle of Drumchatt (1501),processed
battle_69442497,Battle of Mers-el-Kébir (1501),processed
battle_81063476,Ottoman campaigns in Circassia (1501–1504),processed
battle_56813977,Siege of Smolensk (1502),processed
battle_28802756,Battle of Seminara (1503),processed
battle_8949264,War of the Succession of Landshut,processed
